contig,plasmid_score,chrom_score,label,length,chr_coverage,pl_coverage,un_coverage,hybrid_mapsto
1,0,1,chromosome,715945,715945,0,0,chromosome
2,0,1,chromosome,524656,524656,0,0,chromosome
3,0,1,chromosome,492447,492447,0,0,chromosome
4,0,1,chromosome,370114,370114,0,0,chromosome
5,0,1,chromosome,284359,284359,0,0,chromosome
6,0,1,chromosome,230507,230507,0,0,chromosome
7,0,1,chromosome,213603,213603,0,0,chromosome
8,0,1,chromosome,196620,196620,0,0,chromosome
9,0,1,chromosome,169472,169472,0,0,chromosome
10,0,1,chromosome,142314,142314,0,0,chromosome
11,0,1,chromosome,132205,132205,0,0,chromosome
12,0,1,chromosome,129666,129666,0,0,chromosome
13,0,1,chromosome,116938,116938,0,0,chromosome
14,0,1,chromosome,112626,112626,0,0,chromosome
15,0,1,chromosome,112224,112224,0,0,chromosome
16,0,1,chromosome,108239,108239,0,0,chromosome
17,1,0,plasmid,101079,0,101079,0,plasmid
18,0,1,chromosome,74570,74570,0,0,chromosome
19,0,1,chromosome,70087,70084,0,3,chromosome
20,0,1,chromosome,65827,65827,0,0,chromosome
21,0,1,chromosome,63936,63936,0,0,chromosome
22,1,0,plasmid,58447,0,58447,0,plasmid
23,0,1,chromosome,56469,56469,0,0,chromosome
24,0,1,chromosome,46441,46441,0,0,chromosome
25,0,1,chromosome,41550,41550,0,0,chromosome
26,0,1,chromosome,34059,34059,0,0,chromosome
27,0,1,chromosome,28948,28948,0,0,chromosome
28,0,1,chromosome,26127,26127,0,0,chromosome
29,0,1,chromosome,23722,23722,0,0,chromosome
30,0,1,chromosome,18068,18068,0,0,chromosome
31,1,0,plasmid,13863,0,13863,0,plasmid
32,0,1,chromosome,8295,8295,0,0,chromosome
33,1,0,plasmid,6739,0,6739,0,plasmid
34,1,0,plasmid,5473,0,5473,0,plasmid
35,0,1,chromosome,4822,4822,0,0,chromosome
36,0,1,chromosome,4820,4820,0,0,chromosome
37,1,0,plasmid,4737,0,4737,0,plasmid
38,0,1,chromosome,4039,4039,0,0,chromosome
39,1,0,plasmid,3492,0,3492,0,plasmid
40,0,1,chromosome,1952,1952,0,0,chromosome
41,1,0,plasmid,1246,0,1246,0,plasmid
42,0,1,chromosome,1193,1193,0,0,chromosome
43,0,1,chromosome,1156,1156,0,0,chromosome
44,0,1,chromosome,1066,1066,0,0,chromosome
45,0,1,chromosome,932,932,0,0,chromosome
46,0,1,chromosome,915,915,0,0,chromosome
47,1,0,plasmid,820,0,820,0,plasmid
48,1,1,ambiguous,768,768,768,0,ambiguous
49,1,0,plasmid,586,0,586,0,plasmid
50,0,1,chromosome,574,574,0,0,chromosome
51,0,1,chromosome,525,525,0,0,chromosome
52,1,0,plasmid,468,0,468,0,plasmid
53,0,1,chromosome,439,439,0,0,chromosome
54,0,1,chromosome,425,425,0,0,chromosome
55,0,1,chromosome,385,385,0,0,chromosome
56,0,1,chromosome,356,356,0,0,chromosome
57,0,1,chromosome,286,286,0,0,chromosome
58,0,1,chromosome,277,277,0,0,chromosome
59,0,1,chromosome,224,224,0,0,chromosome
60,0,1,chromosome,208,208,0,0,chromosome
61,0,1,chromosome,200,200,0,0,chromosome
62,0,0,unlabeled,182,0,0,182,unlabeled
63,0,0,unlabeled,167,0,0,167,unlabeled
64,0,0,unlabeled,166,0,0,166,unlabeled
65,0,0,unlabeled,159,0,0,159,unlabeled
66,0,0,unlabeled,155,0,0,155,unlabeled
67,0,0,unlabeled,149,0,0,149,unlabeled
68,0,0,unlabeled,144,0,0,144,unlabeled
69,0,0,unlabeled,141,0,0,141,unlabeled
70,0,0,unlabeled,137,0,0,137,unlabeled
71,0,0,unlabeled,135,0,0,135,unlabeled
72,0,0,unlabeled,128,0,0,128,unlabeled
73,0,0,unlabeled,128,0,0,128,unlabeled
74,0,0,unlabeled,125,0,0,125,unlabeled
75,0,0,unlabeled,119,0,0,119,unlabeled
76,0,0,unlabeled,117,0,0,117,unlabeled
77,0,0,unlabeled,112,0,0,112,unlabeled
78,0,0,unlabeled,109,0,0,109,unlabeled
79,0,0,unlabeled,109,0,0,109,unlabeled
