contig,plasmid_score,chrom_score,label,length,chr_coverage,pl_coverage,un_coverage,hybrid_mapsto
1,0,1,chromosome,129134,129134,0,0,chromosome
2,0,1,chromosome,128830,128830,0,0,chromosome
3,0,0,unlabeled,120819,0,0,120819,unlabeled
4,0,1,chromosome,115900,115900,0,0,chromosome
5,0,0,unlabeled,85966,0,0,85966,unlabeled
6,0,0,unlabeled,78193,0,0,78193,unlabeled
7,0,0,unlabeled,78146,0,0,78146,unlabeled
8,0,0,unlabeled,78114,0,0,78114,unlabeled
9,0,0,unlabeled,72391,0,0,72391,unlabeled
10,0,0,unlabeled,68744,0,0,68744,unlabeled
11,0,0,unlabeled,67951,0,0,67951,unlabeled
12,0,0,unlabeled,61110,0,0,61110,unlabeled
13,0,0,unlabeled,58513,0,0,58513,unlabeled
14,0,0,unlabeled,52488,0,0,52488,unlabeled
15,0,0,unlabeled,52102,0,0,52102,unlabeled
16,0,0,unlabeled,50671,0,0,50671,unlabeled
17,0,0,unlabeled,50323,0,0,50323,unlabeled
18,0,0,unlabeled,50135,0,0,50135,unlabeled
19,0,0,unlabeled,49835,0,0,49835,unlabeled
20,0,0,unlabeled,47717,0,0,47717,unlabeled
21,0,0,unlabeled,47359,0,0,47359,unlabeled
22,0,0,unlabeled,47327,0,0,47327,unlabeled
23,0,0,unlabeled,42891,0,0,42891,unlabeled
24,0,0,unlabeled,42467,0,0,42467,unlabeled
25,0,0,unlabeled,41960,0,0,41960,unlabeled
26,0,0,unlabeled,41051,0,0,41051,unlabeled
27,0,0,unlabeled,37276,0,0,37276,unlabeled
28,0,0,unlabeled,33800,0,0,33800,unlabeled
29,0,0,unlabeled,32329,0,0,32329,unlabeled
30,0,0,unlabeled,31568,0,0,31568,unlabeled
31,0,0,unlabeled,29692,0,0,29692,unlabeled
32,0,0,unlabeled,28986,0,0,28986,unlabeled
33,0,0,unlabeled,28603,0,0,28603,unlabeled
34,0,0,unlabeled,26931,0,0,26931,unlabeled
35,0,0,unlabeled,26530,0,0,26530,unlabeled
36,0,0,unlabeled,25998,0,0,25998,unlabeled
37,0,0,unlabeled,25498,0,0,25498,unlabeled
38,0,0,unlabeled,25372,0,0,25372,unlabeled
39,0,0,unlabeled,24400,0,0,24400,unlabeled
40,0,0,unlabeled,23677,0,0,23677,unlabeled
41,0,0,unlabeled,22989,0,0,22989,unlabeled
42,0,0,unlabeled,22746,0,0,22746,unlabeled
43,0,0,unlabeled,22314,0,0,22314,unlabeled
44,0,0,unlabeled,21869,0,0,21869,unlabeled
45,0,0,unlabeled,20366,0,0,20366,unlabeled
