contig,plasmid_score,chrom_score,label,length,chr_coverage,pl_coverage,un_coverage,hybrid_mapsto
1,0,1,chromosome,655864,655864,0,0,chromosome
2,0,1,chromosome,538020,538020,0,0,chromosome
3,0,1,chromosome,374056,374056,0,0,chromosome
4,0,1,chromosome,234058,234058,0,0,chromosome
5,0,1,chromosome,224547,224547,0,0,chromosome
6,0,1,chromosome,209197,209197,0,0,chromosome
7,0,1,chromosome,204587,204587,0,0,chromosome
8,0,1,chromosome,197595,197595,0,0,chromosome
9,0,1,chromosome,180794,180794,0,0,chromosome
10,0,1,chromosome,178613,178613,0,0,chromosome
11,0,1,chromosome,173576,173576,0,0,chromosome
12,0,1,chromosome,158944,158944,0,0,chromosome
13,0,1,chromosome,154045,154045,0,0,chromosome
14,0,1,chromosome,138808,138808,0,0,chromosome
15,0,1,chromosome,137539,137539,0,0,chromosome
16,0,1,chromosome,124523,124523,0,0,chromosome
17,0,1,chromosome,123597,123597,0,0,chromosome
18,0,1,chromosome,106701,106701,0,0,chromosome
19,0,1,chromosome,105891,105891,0,0,chromosome
20,0,1,chromosome,100682,100682,0,0,chromosome
21,0,1,chromosome,98265,98265,0,0,chromosome
22,0,1,chromosome,78531,78531,0,0,chromosome
23,0,1,chromosome,75820,75820,0,0,chromosome
24,0,1,chromosome,70765,70765,0,0,chromosome
25,1,0,plasmid,61671,0,61671,0,plasmid
26,0,1,chromosome,53369,53369,0,0,chromosome
27,0,1,chromosome,50972,50972,0,0,chromosome
28,0,1,chromosome,46913,46913,0,0,chromosome
29,0,1,chromosome,41392,41392,0,0,chromosome
30,0,1,chromosome,35875,35862,0,13,chromosome
31,0,1,chromosome,33084,33084,0,0,chromosome
32,0,1,chromosome,29791,29791,0,0,chromosome
33,0,1,chromosome,28082,28082,0,0,chromosome
34,0,1,chromosome,20377,20377,0,0,chromosome
35,0,1,chromosome,16230,16230,0,0,chromosome
36,0,1,chromosome,15802,15802,0,0,chromosome
37,0,1,chromosome,15631,15631,0,0,chromosome
38,0,1,chromosome,13126,13126,0,0,chromosome
39,0,1,chromosome,12430,12430,0,0,chromosome
40,0,1,chromosome,11809,11809,0,0,chromosome
41,0,1,chromosome,11566,11566,0,0,chromosome
42,1,0,plasmid,11456,0,11456,0,plasmid
43,1,0,plasmid,10551,0,10551,0,plasmid
44,1,0,plasmid,9699,0,9699,0,plasmid
45,1,0,plasmid,9676,0,9676,0,plasmid
46,1,0,plasmid,5346,0,5346,0,plasmid
47,0,1,chromosome,4678,4678,0,0,chromosome
48,0,1,chromosome,4521,4521,0,0,chromosome
49,0,1,chromosome,4115,4115,0,0,chromosome
50,1,0,plasmid,3439,0,3439,0,plasmid
51,0,1,chromosome,3160,3160,0,0,chromosome
52,0,1,chromosome,2963,2963,0,0,chromosome
53,0,1,chromosome,2910,2910,0,0,chromosome
54,0,1,chromosome,2817,2817,0,0,chromosome
55,0,1,chromosome,2600,2600,0,0,chromosome
56,0,1,chromosome,2583,2583,0,0,chromosome
57,1,0,plasmid,2354,0,2354,0,plasmid
58,0,1,chromosome,2314,2314,0,0,chromosome
59,0,1,chromosome,2270,2270,0,0,chromosome
60,0,1,chromosome,2186,2186,0,0,chromosome
61,0,1,chromosome,2031,2031,0,0,chromosome
62,0,1,chromosome,1996,1996,0,0,chromosome
63,0,1,chromosome,1793,1793,0,0,chromosome
64,1,0,plasmid,1663,0,1663,0,plasmid
65,0,1,chromosome,1577,1577,0,0,chromosome
66,0,1,chromosome,1447,1447,0,0,chromosome
67,1,1,ambiguous,1441,1441,1441,0,ambiguous
68,0,1,chromosome,1433,1433,0,0,chromosome
69,1,0,plasmid,1414,0,1414,0,plasmid
70,1,0,plasmid,1400,0,1400,0,plasmid
71,1,1,ambiguous,1368,1368,1368,0,ambiguous
72,1,0,plasmid,1344,0,1344,0,plasmid
73,0,1,chromosome,1259,1259,0,0,chromosome
74,1,0,plasmid,1112,0,1112,0,plasmid
75,1,0,plasmid,1096,0,1096,0,plasmid
76,0,1,chromosome,1074,1074,0,0,chromosome
77,1,0,plasmid,975,0,975,0,plasmid
78,0,1,chromosome,923,923,0,0,chromosome
79,0,1,chromosome,915,915,0,0,chromosome
80,0,1,chromosome,901,901,0,0,chromosome
81,1,0,plasmid,901,0,901,0,plasmid
82,1,0,plasmid,875,0,875,0,plasmid
83,1,0,plasmid,857,0,857,0,plasmid
84,1,0,plasmid,846,0,846,0,plasmid
85,1,1,ambiguous,820,820,820,0,ambiguous
86,1,0,plasmid,816,0,816,0,plasmid
87,0,1,chromosome,785,785,0,0,chromosome
88,1,0,plasmid,776,0,776,0,plasmid
89,0,1,chromosome,762,762,0,0,chromosome
90,0,1,chromosome,740,740,0,0,chromosome
91,1,0,plasmid,738,0,738,0,plasmid
92,1,0,plasmid,738,0,738,0,plasmid
93,0,1,chromosome,716,716,0,0,chromosome
94,1,0,plasmid,714,0,714,0,plasmid
95,0,1,chromosome,692,692,0,0,chromosome
96,1,0,plasmid,665,0,665,0,plasmid
97,1,1,ambiguous,661,661,661,0,ambiguous
98,0,1,chromosome,652,652,0,0,chromosome
99,0,1,chromosome,638,638,0,0,chromosome
100,0,1,chromosome,610,610,0,0,chromosome
101,1,0,plasmid,592,0,592,0,plasmid
102,1,0,plasmid,588,0,588,0,plasmid
103,1,0,plasmid,549,0,549,0,plasmid
104,1,1,ambiguous,544,544,544,0,ambiguous
105,0,1,chromosome,540,540,0,0,chromosome
106,0,1,chromosome,511,511,0,0,chromosome
107,1,0,plasmid,505,0,505,0,plasmid
108,1,0,plasmid,505,0,505,0,plasmid
109,0,1,chromosome,489,489,0,0,chromosome
110,0,1,chromosome,488,488,0,0,chromosome
111,1,0,plasmid,469,0,469,0,plasmid
112,0,1,chromosome,469,469,0,0,chromosome
113,0,1,chromosome,457,457,0,0,chromosome
114,0,1,chromosome,456,456,0,0,chromosome
115,1,1,ambiguous,454,454,454,0,ambiguous
116,0,1,chromosome,435,435,0,0,chromosome
117,0,1,chromosome,417,417,0,0,chromosome
118,1,0,plasmid,414,0,414,0,plasmid
119,1,0,plasmid,413,0,413,0,plasmid
120,1,0,plasmid,403,0,403,0,plasmid
121,1,1,ambiguous,402,402,402,0,ambiguous
122,0,1,chromosome,397,397,0,0,chromosome
123,1,1,ambiguous,396,396,396,0,ambiguous
124,1,0,plasmid,396,0,396,0,plasmid
125,1,1,ambiguous,395,395,395,0,ambiguous
126,0,1,chromosome,393,393,0,0,chromosome
127,0,1,chromosome,390,390,0,0,chromosome
128,1,0,plasmid,377,0,377,0,plasmid
129,1,0,plasmid,377,0,377,0,plasmid
130,1,1,ambiguous,371,371,371,0,ambiguous
131,0,1,chromosome,369,369,0,0,chromosome
132,0,1,chromosome,356,356,0,0,chromosome
