contig,plasmid_score,chrom_score,label,length,chr_coverage,pl_coverage,un_coverage,hybrid_mapsto
1,0,1,chromosome,382351,382351,0,0,chromosome
2,0,1,chromosome,276965,276965,0,0,chromosome
3,0,1,chromosome,220537,220537,0,0,chromosome
4,0,1,chromosome,203591,203591,0,0,chromosome
5,0,1,chromosome,183590,183590,0,0,chromosome
6,0,1,chromosome,178191,178191,0,0,chromosome
7,0,1,chromosome,175984,175984,0,0,chromosome
8,0,1,chromosome,168677,168677,0,0,chromosome
9,0,1,chromosome,143899,143899,0,0,chromosome
10,0,1,chromosome,129730,129730,0,0,chromosome
11,0,1,chromosome,122219,122219,0,0,chromosome
12,0,1,chromosome,97988,97988,0,0,chromosome
13,0,1,chromosome,88178,88178,0,0,chromosome
14,0,1,chromosome,77981,77981,0,0,chromosome
15,0,1,chromosome,70444,70444,0,0,chromosome
16,0,1,chromosome,62530,62530,0,0,chromosome
17,0,1,chromosome,52008,52008,0,0,chromosome
18,0,1,chromosome,46123,46123,0,0,chromosome
19,0,1,chromosome,37868,37868,0,0,chromosome
20,0,1,chromosome,34808,34808,0,0,chromosome
21,0,1,chromosome,31950,31950,0,0,chromosome
22,1,0,plasmid,24692,0,24692,0,plasmid
23,0,1,chromosome,23654,23654,0,0,chromosome
24,0,1,chromosome,20060,20060,0,0,chromosome
25,0,1,chromosome,16305,16305,0,0,chromosome
26,0,1,chromosome,14987,14987,0,0,chromosome
27,0,1,chromosome,6714,6714,0,0,chromosome
28,0,1,chromosome,3121,3121,0,0,chromosome
29,0,1,chromosome,2368,2368,0,0,chromosome
30,1,0,plasmid,1918,0,1918,0,plasmid
31,0,1,chromosome,1832,1832,0,0,chromosome
32,0,1,chromosome,1449,1449,0,0,chromosome
33,0,1,chromosome,1334,1334,0,0,chromosome
34,0,1,chromosome,1098,1098,0,0,chromosome
35,0,1,chromosome,996,996,0,0,chromosome
36,1,0,plasmid,770,0,770,0,plasmid
37,0,1,chromosome,709,709,0,0,chromosome
38,0,1,chromosome,560,560,0,0,chromosome
39,0,1,chromosome,480,480,0,0,chromosome
40,1,0,plasmid,458,0,458,0,plasmid
41,0,1,chromosome,393,393,0,0,chromosome
42,1,0,plasmid,390,0,390,0,plasmid
43,1,1,ambiguous,243,243,243,0,ambiguous
44,0,0,unlabeled,199,0,0,199,unlabeled
45,0,0,unlabeled,194,0,0,194,unlabeled
46,0,0,unlabeled,191,0,0,191,unlabeled
47,0,0,unlabeled,185,0,0,185,unlabeled
48,0,0,unlabeled,181,0,0,181,unlabeled
49,0,0,unlabeled,176,0,0,176,unlabeled
50,0,0,unlabeled,173,0,0,173,unlabeled
51,0,0,unlabeled,168,0,0,168,unlabeled
52,0,0,unlabeled,149,0,0,149,unlabeled
53,0,0,unlabeled,144,0,0,144,unlabeled
54,0,0,unlabeled,133,0,0,133,unlabeled
55,0,0,unlabeled,131,0,0,131,unlabeled
56,0,0,unlabeled,130,0,0,130,unlabeled
57,0,0,unlabeled,101,0,0,101,unlabeled
