contig,plasmid_score,chrom_score,label,length,chr_coverage,pl_coverage,un_coverage,hybrid_mapsto
1,0,1,chromosome,731566,731566,0,0,chromosome
2,0,1,chromosome,539534,539534,0,0,chromosome
3,0,1,chromosome,518877,518877,0,0,chromosome
4,0,1,chromosome,438402,438402,0,0,chromosome
5,0,1,chromosome,427431,427431,0,0,chromosome
6,0,0,unlabeled,379192,0,0,379192,unlabeled
7,0,1,chromosome,366594,366594,0,0,chromosome
8,0,1,chromosome,349451,349451,0,0,chromosome
9,0,1,chromosome,301857,301857,0,0,chromosome
10,0,0,unlabeled,257631,0,0,257631,unlabeled
11,0,0,unlabeled,239795,0,0,239795,unlabeled
12,0,0,unlabeled,222611,0,0,222611,unlabeled
13,0,1,chromosome,98308,98308,0,0,chromosome
14,0,1,chromosome,92645,92645,0,0,chromosome
15,0,1,chromosome,59317,59317,0,0,chromosome
16,1,0,plasmid,42567,0,42567,0,plasmid
17,0,0,unlabeled,42441,0,0,42441,unlabeled
18,0,1,chromosome,34421,34421,0,0,chromosome
19,1,0,plasmid,26946,0,26946,0,plasmid
20,1,0,plasmid,13452,0,13452,0,plasmid
21,1,0,plasmid,13434,0,13434,0,plasmid
22,1,0,plasmid,11895,0,11895,0,plasmid
23,1,0,plasmid,7240,0,7240,0,plasmid
24,0,1,chromosome,4631,4631,0,0,chromosome
25,1,0,plasmid,2811,0,2811,0,plasmid
26,1,0,plasmid,2489,0,2489,0,plasmid
27,0,0,unlabeled,1685,0,0,1685,unlabeled
28,0,1,chromosome,1446,1446,0,0,chromosome
29,0,0,unlabeled,1381,0,0,1381,unlabeled
30,0,1,chromosome,1333,1333,0,0,chromosome
31,1,0,plasmid,924,0,924,0,plasmid
32,0,0,unlabeled,810,0,0,810,unlabeled
33,1,0,plasmid,736,0,736,0,plasmid
34,1,0,plasmid,718,0,718,0,plasmid
35,1,0,plasmid,697,0,697,0,plasmid
36,0,1,chromosome,660,660,0,0,chromosome
37,0,0,unlabeled,568,0,0,568,unlabeled
38,0,1,chromosome,527,527,0,0,chromosome
39,0,1,chromosome,486,486,0,0,chromosome
40,0,1,chromosome,457,457,0,0,chromosome
41,0,1,chromosome,425,425,0,0,chromosome
42,0,1,chromosome,421,421,0,0,chromosome
43,1,0,plasmid,382,0,382,0,plasmid
44,1,0,plasmid,373,0,373,0,plasmid
45,0,1,chromosome,371,371,0,0,chromosome
46,0,1,chromosome,364,364,0,0,chromosome
47,0,1,chromosome,340,340,0,0,chromosome
48,0,0,unlabeled,321,0,0,321,unlabeled
49,0,1,chromosome,321,321,0,0,chromosome
50,0,1,chromosome,302,302,0,0,chromosome
51,0,0,unlabeled,278,0,0,278,unlabeled
52,1,0,plasmid,270,0,270,0,plasmid
53,0,1,chromosome,252,252,0,0,chromosome
54,0,0,unlabeled,248,0,0,248,unlabeled
55,0,1,chromosome,221,221,0,0,chromosome
56,0,0,unlabeled,208,0,0,208,unlabeled
57,0,1,chromosome,201,201,0,0,chromosome
58,0,0,unlabeled,192,0,0,192,unlabeled
59,0,0,unlabeled,190,0,0,190,unlabeled
60,0,0,unlabeled,187,0,0,187,unlabeled
61,0,0,unlabeled,185,0,0,185,unlabeled
62,0,0,unlabeled,185,0,0,185,unlabeled
63,0,0,unlabeled,180,0,0,180,unlabeled
64,0,0,unlabeled,176,0,0,176,unlabeled
65,0,0,unlabeled,176,0,0,176,unlabeled
66,0,0,unlabeled,167,0,0,167,unlabeled
67,0,0,unlabeled,163,0,0,163,unlabeled
68,0,0,unlabeled,157,0,0,157,unlabeled
69,0,0,unlabeled,153,0,0,153,unlabeled
70,0,0,unlabeled,152,0,0,152,unlabeled
71,0,0,unlabeled,152,0,0,152,unlabeled
72,0,0,unlabeled,151,0,0,151,unlabeled
73,0,0,unlabeled,148,0,0,148,unlabeled
74,0,0,unlabeled,146,0,0,146,unlabeled
75,0,0,unlabeled,144,0,0,144,unlabeled
76,0,0,unlabeled,144,0,0,144,unlabeled
77,0,0,unlabeled,134,0,0,134,unlabeled
78,0,0,unlabeled,134,0,0,134,unlabeled
79,0,0,unlabeled,131,0,0,131,unlabeled
80,0,0,unlabeled,130,0,0,130,unlabeled
81,0,0,unlabeled,128,0,0,128,unlabeled
82,0,0,unlabeled,127,0,0,127,unlabeled
83,0,0,unlabeled,123,0,0,123,unlabeled
84,0,0,unlabeled,122,0,0,122,unlabeled
85,0,0,unlabeled,117,0,0,117,unlabeled
86,0,0,unlabeled,115,0,0,115,unlabeled
87,0,0,unlabeled,112,0,0,112,unlabeled
88,0,0,unlabeled,112,0,0,112,unlabeled
89,0,0,unlabeled,111,0,0,111,unlabeled
90,0,0,unlabeled,102,0,0,102,unlabeled
91,0,0,unlabeled,102,0,0,102,unlabeled
