contig,plasmid_score,chrom_score,label,length,chr_coverage,pl_coverage,un_coverage,hybrid_mapsto
1,0,1,chromosome,768907,768907,0,0,chromosome
2,0,1,chromosome,588373,588373,0,0,chromosome
3,0,1,chromosome,579045,579045,0,0,chromosome
4,0,1,chromosome,407553,407553,0,0,chromosome
5,0,1,chromosome,324869,324869,0,0,chromosome
6,0,1,chromosome,320155,320155,0,0,chromosome
7,0,1,chromosome,307306,307306,0,0,chromosome
8,0,1,chromosome,262938,262938,0,0,chromosome
9,0,1,chromosome,255105,255105,0,0,chromosome
10,0,1,chromosome,221011,221011,0,0,chromosome
11,0,1,chromosome,199774,199774,0,0,chromosome
12,0,1,chromosome,154430,154430,0,0,chromosome
13,0,1,chromosome,144902,144902,0,0,chromosome
14,0,1,chromosome,134418,134418,0,0,chromosome
15,1,0,plasmid,129402,0,129402,0,plasmid
16,0,1,chromosome,93091,93091,0,0,chromosome
17,1,0,plasmid,83229,0,83229,0,plasmid
18,0,1,chromosome,61520,61520,0,0,chromosome
19,0,1,chromosome,47090,47090,0,0,chromosome
20,0,1,chromosome,30655,30655,0,0,chromosome
21,0,1,chromosome,26125,26125,0,0,chromosome
22,1,0,plasmid,14065,0,14065,0,plasmid
23,0,1,chromosome,13261,13261,0,0,chromosome
24,0,1,chromosome,13086,13086,0,0,chromosome
25,0,1,chromosome,11457,11457,0,0,chromosome
26,0,1,chromosome,10775,10775,0,0,chromosome
27,0,1,chromosome,9640,9640,0,0,chromosome
28,1,0,plasmid,5346,0,5346,0,plasmid
29,1,0,plasmid,4389,0,4389,0,plasmid
30,0,1,chromosome,4312,4312,0,0,chromosome
31,0,1,chromosome,1976,1976,0,0,chromosome
32,1,1,ambiguous,1955,1955,1955,0,ambiguous
33,0,1,chromosome,1760,1760,0,0,chromosome
34,0,1,chromosome,1698,1698,0,0,chromosome
35,0,1,chromosome,1684,1684,0,0,chromosome
36,0,1,chromosome,1684,1684,0,0,chromosome
37,0,1,chromosome,1289,1289,0,0,chromosome
38,0,1,chromosome,1006,1006,0,0,chromosome
39,0,1,chromosome,920,920,0,0,chromosome
40,0,1,chromosome,899,899,0,0,chromosome
41,0,1,chromosome,862,862,0,0,chromosome
42,0,1,chromosome,827,827,0,0,chromosome
43,0,1,chromosome,816,816,0,0,chromosome
44,1,0,plasmid,802,0,802,0,plasmid
45,0,1,chromosome,793,793,0,0,chromosome
46,0,1,chromosome,790,790,0,0,chromosome
47,0,1,chromosome,726,726,0,0,chromosome
48,0,1,chromosome,715,715,0,0,chromosome
49,0,1,chromosome,713,713,0,0,chromosome
50,0,1,chromosome,712,712,0,0,chromosome
51,0,1,chromosome,628,628,0,0,chromosome
52,0,1,chromosome,582,582,0,0,chromosome
53,0,1,chromosome,572,572,0,0,chromosome
54,0,1,chromosome,568,568,0,0,chromosome
55,0,1,chromosome,499,499,0,0,chromosome
56,0,1,chromosome,499,499,0,0,chromosome
57,0,1,chromosome,495,495,0,0,chromosome
58,0,1,chromosome,483,483,0,0,chromosome
59,0,1,chromosome,483,483,0,0,chromosome
60,0,1,chromosome,474,474,0,0,chromosome
61,0,1,chromosome,472,472,0,0,chromosome
62,0,1,chromosome,428,428,0,0,chromosome
63,0,1,chromosome,408,408,0,0,chromosome
64,0,1,chromosome,391,391,0,0,chromosome
65,0,1,chromosome,391,391,0,0,chromosome
66,0,1,chromosome,373,373,0,0,chromosome
67,0,1,chromosome,355,355,0,0,chromosome
68,0,1,chromosome,346,346,0,0,chromosome
69,0,1,chromosome,341,341,0,0,chromosome
70,0,1,chromosome,338,338,0,0,chromosome
71,0,1,chromosome,331,331,0,0,chromosome
72,0,1,chromosome,320,320,0,0,chromosome
73,0,1,chromosome,313,313,0,0,chromosome
74,0,1,chromosome,291,291,0,0,chromosome
75,0,1,chromosome,291,291,0,0,chromosome
76,0,1,chromosome,285,285,0,0,chromosome
77,0,1,chromosome,283,283,0,0,chromosome
78,0,1,chromosome,282,282,0,0,chromosome
79,0,1,chromosome,281,281,0,0,chromosome
80,0,1,chromosome,276,276,0,0,chromosome
81,0,1,chromosome,276,276,0,0,chromosome
82,0,1,chromosome,270,270,0,0,chromosome
83,0,1,chromosome,256,256,0,0,chromosome
84,0,1,chromosome,255,255,0,0,chromosome
85,0,1,chromosome,253,253,0,0,chromosome
86,0,1,chromosome,251,251,0,0,chromosome
87,0,1,chromosome,251,251,0,0,chromosome
88,0,1,chromosome,246,246,0,0,chromosome
89,0,1,chromosome,242,242,0,0,chromosome
90,0,1,chromosome,236,236,0,0,chromosome
91,0,1,chromosome,234,234,0,0,chromosome
92,0,1,chromosome,230,230,0,0,chromosome
93,0,1,chromosome,229,229,0,0,chromosome
