contig,plasmid_score,chrom_score,label,length,chr_coverage,pl_coverage,un_coverage,hybrid_mapsto
1,0,1,chromosome,290676,290676,0,0,chromosome
2,0,1,chromosome,229079,229079,0,0,chromosome
3,0,1,chromosome,218653,218653,0,0,chromosome
4,0,1,chromosome,177571,177571,0,0,chromosome
5,0,1,chromosome,147776,147776,0,0,chromosome
6,0,1,chromosome,143154,143154,0,0,chromosome
7,0,1,chromosome,142605,142605,0,0,chromosome
8,0,1,chromosome,132752,132752,0,0,chromosome
9,0,1,chromosome,129272,129272,0,0,chromosome
10,0,1,chromosome,125664,125664,0,0,chromosome
11,0,1,chromosome,123909,123909,0,0,chromosome
12,0,1,chromosome,120046,120046,0,0,chromosome
13,0,1,chromosome,119533,119533,0,0,chromosome
14,0,1,chromosome,103755,103755,0,0,chromosome
15,0,1,chromosome,102436,102436,0,0,chromosome
16,0,1,chromosome,99154,99154,0,0,chromosome
17,0,1,chromosome,86087,86087,0,0,chromosome
18,0,1,chromosome,85915,85915,0,0,chromosome
19,0,1,chromosome,78945,78945,0,0,chromosome
20,0,1,chromosome,76579,76579,0,0,chromosome
21,0,1,chromosome,67677,67677,0,0,chromosome
22,0,1,chromosome,63024,63024,0,0,chromosome
23,0,1,chromosome,62615,62615,0,0,chromosome
24,0,1,chromosome,61263,61263,0,0,chromosome
25,0,1,chromosome,60529,60529,0,0,chromosome
26,0,1,chromosome,57007,57007,0,0,chromosome
27,0,1,chromosome,50332,50332,0,0,chromosome
28,0,1,chromosome,45236,45236,0,0,chromosome
29,0,1,chromosome,40414,40414,0,0,chromosome
30,0,1,chromosome,35753,35753,0,0,chromosome
31,0,1,chromosome,35127,35127,0,0,chromosome
32,0,1,chromosome,32254,32254,0,0,chromosome
33,0,1,chromosome,28448,28448,0,0,chromosome
34,0,1,chromosome,28309,28309,0,0,chromosome
35,0,1,chromosome,26169,26169,0,0,chromosome
36,0,1,chromosome,24726,24726,0,0,chromosome
37,0,1,chromosome,24083,24083,0,0,chromosome
38,0,1,chromosome,23728,23728,0,0,chromosome
39,0,1,chromosome,21911,21911,0,0,chromosome
40,0,1,chromosome,21569,21569,0,0,chromosome
41,0,1,chromosome,18754,18754,0,0,chromosome
42,0,1,chromosome,15358,15358,0,0,chromosome
43,0,1,chromosome,15184,15184,0,0,chromosome
44,0,1,chromosome,14788,14788,0,0,chromosome
45,0,1,chromosome,13585,13585,0,0,chromosome
46,0,1,chromosome,13046,13046,0,0,chromosome
47,0,1,chromosome,12674,12674,0,0,chromosome
48,0,1,chromosome,10812,10812,0,0,chromosome
49,1,0,plasmid,10723,0,10723,0,plasmid
50,0,1,chromosome,10414,10414,0,0,chromosome
51,0,1,chromosome,9913,9913,0,0,chromosome
52,0,1,chromosome,7932,7932,0,0,chromosome
