contig,plasmid_score,chrom_score,label,length,chr_coverage,pl_coverage,un_coverage,hybrid_mapsto
1,0,1,chromosome,439318,439318,0,0,chromosome
2,0,1,chromosome,399398,399398,0,0,chromosome
3,0,1,chromosome,398791,398791,0,0,chromosome
4,0,1,chromosome,325665,325665,0,0,chromosome
5,0,1,chromosome,319989,319989,0,0,chromosome
6,0,1,chromosome,235500,235500,0,0,chromosome
7,0,1,chromosome,224118,224118,0,0,chromosome
8,0,1,chromosome,208569,208569,0,0,chromosome
9,0,1,chromosome,194531,194531,0,0,chromosome
10,0,1,chromosome,180956,180956,0,0,chromosome
11,0,1,chromosome,173275,173275,0,0,chromosome
12,0,1,chromosome,162743,162743,0,0,chromosome
13,0,1,chromosome,156339,156339,0,0,chromosome
14,0,1,chromosome,152809,152809,0,0,chromosome
15,0,1,chromosome,141360,141360,0,0,chromosome
16,0,1,chromosome,132293,132293,0,0,chromosome
17,0,1,chromosome,110797,110797,0,0,chromosome
18,1,0,plasmid,90727,0,90727,0,plasmid
19,0,1,chromosome,89918,89918,0,0,chromosome
20,0,1,chromosome,86266,86266,0,0,chromosome
21,0,1,chromosome,73088,73088,0,0,chromosome
22,0,1,chromosome,72971,72971,0,0,chromosome
23,0,1,chromosome,70658,70658,0,0,chromosome
24,0,1,chromosome,62696,62696,0,0,chromosome
25,0,1,chromosome,49797,49797,0,0,chromosome
26,0,1,chromosome,43531,43531,0,0,chromosome
27,0,1,chromosome,41245,41245,0,0,chromosome
28,0,1,chromosome,37686,37686,0,0,chromosome
29,0,1,chromosome,37667,37667,0,0,chromosome
30,0,1,chromosome,30861,30861,0,0,chromosome
31,1,0,plasmid,24561,0,24561,0,plasmid
32,1,0,plasmid,23692,0,23692,0,plasmid
33,1,0,plasmid,23479,0,23479,0,plasmid
34,1,0,plasmid,15482,0,15482,0,plasmid
35,0,1,chromosome,13826,13826,0,0,chromosome
36,0,1,chromosome,13570,13570,0,0,chromosome
37,0,1,chromosome,13284,13284,0,0,chromosome
38,0,1,chromosome,4113,4113,0,0,chromosome
39,0,1,chromosome,3602,3602,0,0,chromosome
40,0,1,chromosome,3145,3145,0,0,chromosome
41,0,1,chromosome,2828,2828,0,0,chromosome
42,0,1,chromosome,1754,1754,0,0,chromosome
43,0,1,chromosome,1689,1689,0,0,chromosome
44,0,1,chromosome,1468,1468,0,0,chromosome
45,0,1,chromosome,1463,1463,0,0,chromosome
46,0,1,chromosome,1457,1457,0,0,chromosome
47,0,1,chromosome,1420,1420,0,0,chromosome
48,0,1,chromosome,1265,1265,0,0,chromosome
49,0,1,chromosome,1157,1157,0,0,chromosome
50,0,1,chromosome,1083,1083,0,0,chromosome
51,0,1,chromosome,933,933,0,0,chromosome
52,1,1,ambiguous,885,885,885,0,ambiguous
53,0,1,chromosome,807,807,0,0,chromosome
54,0,1,chromosome,642,642,0,0,chromosome
55,0,1,chromosome,600,600,0,0,chromosome
56,0,1,chromosome,586,586,0,0,chromosome
57,1,1,ambiguous,562,562,562,0,ambiguous
58,1,1,ambiguous,558,558,558,0,ambiguous
59,0,1,chromosome,546,546,0,0,chromosome
60,0,0,unlabeled,536,0,0,536,unlabeled
61,0,1,chromosome,475,475,0,0,chromosome
62,0,1,chromosome,461,461,0,0,chromosome
63,1,0,plasmid,437,0,437,0,plasmid
64,1,0,plasmid,424,0,424,0,plasmid
65,0,1,chromosome,411,411,0,0,chromosome
66,0,1,chromosome,398,398,0,0,chromosome
67,0,1,chromosome,356,356,0,0,chromosome
68,1,1,ambiguous,349,349,349,0,ambiguous
69,0,1,chromosome,346,346,0,0,chromosome
70,1,1,ambiguous,334,324,334,0,ambiguous
71,1,1,ambiguous,322,322,322,0,ambiguous
72,1,1,ambiguous,284,284,284,0,ambiguous
73,1,1,ambiguous,283,283,283,0,ambiguous
74,1,1,ambiguous,278,278,278,0,ambiguous
75,1,1,ambiguous,276,276,276,0,ambiguous
76,1,0,plasmid,258,0,258,0,plasmid
77,1,1,ambiguous,254,254,254,0,ambiguous
78,1,1,ambiguous,243,243,243,0,ambiguous
79,0,1,chromosome,212,212,0,0,chromosome
80,1,1,ambiguous,211,211,211,0,ambiguous
81,0,1,chromosome,211,211,0,0,chromosome
82,1,1,ambiguous,202,202,202,0,ambiguous
83,0,0,unlabeled,196,0,0,196,unlabeled
84,0,0,unlabeled,195,0,0,195,unlabeled
85,0,0,unlabeled,187,0,0,187,unlabeled
86,0,0,unlabeled,187,0,0,187,unlabeled
87,0,0,unlabeled,185,0,0,185,unlabeled
88,0,0,unlabeled,184,0,0,184,unlabeled
89,0,0,unlabeled,184,0,0,184,unlabeled
90,0,0,unlabeled,175,0,0,175,unlabeled
91,0,0,unlabeled,171,0,0,171,unlabeled
92,0,0,unlabeled,167,0,0,167,unlabeled
93,0,0,unlabeled,158,0,0,158,unlabeled
94,0,0,unlabeled,157,0,0,157,unlabeled
95,0,0,unlabeled,153,0,0,153,unlabeled
96,0,0,unlabeled,152,0,0,152,unlabeled
97,0,0,unlabeled,147,0,0,147,unlabeled
98,0,0,unlabeled,146,0,0,146,unlabeled
99,0,0,unlabeled,142,0,0,142,unlabeled
100,0,0,unlabeled,137,0,0,137,unlabeled
101,0,0,unlabeled,134,0,0,134,unlabeled
102,0,0,unlabeled,133,0,0,133,unlabeled
103,0,0,unlabeled,132,0,0,132,unlabeled
104,0,0,unlabeled,127,0,0,127,unlabeled
105,0,0,unlabeled,124,0,0,124,unlabeled
106,0,0,unlabeled,124,0,0,124,unlabeled
107,0,0,unlabeled,123,0,0,123,unlabeled
108,0,0,unlabeled,122,0,0,122,unlabeled
109,0,0,unlabeled,121,0,0,121,unlabeled
110,0,0,unlabeled,118,0,0,118,unlabeled
111,0,0,unlabeled,115,0,0,115,unlabeled
112,0,0,unlabeled,115,0,0,115,unlabeled
113,0,0,unlabeled,113,0,0,113,unlabeled
114,0,0,unlabeled,106,0,0,106,unlabeled
115,0,0,unlabeled,104,0,0,104,unlabeled
116,0,0,unlabeled,104,0,0,104,unlabeled
117,0,0,unlabeled,102,0,0,102,unlabeled
118,0,0,unlabeled,100,0,0,100,unlabeled
