contig,plasmid_score,chrom_score,label,length,chr_coverage,pl_coverage,un_coverage,hybrid_mapsto
1,0,1,chromosome,409346,409346,0,0,chromosome
2,0,1,chromosome,408557,408557,0,0,chromosome
3,0,1,chromosome,291993,291993,0,0,chromosome
4,0,1,chromosome,196916,196916,0,0,chromosome
5,0,1,chromosome,190107,190107,0,0,chromosome
6,0,1,chromosome,141196,141196,0,0,chromosome
7,0,1,chromosome,140363,140363,0,0,chromosome
8,0,1,chromosome,126560,126560,0,0,chromosome
9,0,1,chromosome,117811,117811,0,0,chromosome
10,0,1,chromosome,114584,114584,0,0,chromosome
11,0,1,chromosome,108069,108069,0,0,chromosome
12,0,1,chromosome,80303,80303,0,0,chromosome
13,0,1,chromosome,68269,68269,0,0,chromosome
14,0,1,chromosome,64129,64129,0,0,chromosome
15,0,1,chromosome,51129,51127,0,2,chromosome
16,0,1,chromosome,39249,39249,0,0,chromosome
17,0,1,chromosome,38778,38778,0,0,chromosome
18,0,1,chromosome,35100,35100,0,0,chromosome
19,0,1,chromosome,24934,24934,0,0,chromosome
20,0,1,chromosome,23508,23508,0,0,chromosome
21,0,1,chromosome,10957,10957,0,0,chromosome
22,0,1,chromosome,9322,9322,0,0,chromosome
23,0,1,chromosome,8534,8534,0,0,chromosome
24,0,1,chromosome,3121,3121,0,0,chromosome
25,1,0,plasmid,2987,0,2987,0,plasmid
26,0,1,chromosome,1884,1884,0,0,chromosome
27,0,1,chromosome,1580,1580,0,0,chromosome
28,0,1,chromosome,1507,1507,0,0,chromosome
29,0,1,chromosome,1023,1023,0,0,chromosome
30,0,1,chromosome,889,889,0,0,chromosome
31,0,1,chromosome,644,644,0,0,chromosome
32,0,1,chromosome,596,596,0,0,chromosome
33,0,1,chromosome,544,544,0,0,chromosome
34,0,1,chromosome,505,505,0,0,chromosome
35,0,1,chromosome,454,454,0,0,chromosome
36,0,1,chromosome,372,372,0,0,chromosome
37,0,1,chromosome,370,370,0,0,chromosome
38,0,1,chromosome,368,368,0,0,chromosome
39,0,1,chromosome,336,336,0,0,chromosome
40,0,1,chromosome,312,312,0,0,chromosome
41,0,1,chromosome,231,231,0,0,chromosome
42,0,1,chromosome,203,203,0,0,chromosome
43,0,0,unlabeled,193,0,0,193,unlabeled
44,0,0,unlabeled,185,0,0,185,unlabeled
45,0,0,unlabeled,178,0,0,178,unlabeled
46,0,0,unlabeled,164,0,0,164,unlabeled
47,0,0,unlabeled,160,0,0,160,unlabeled
48,0,0,unlabeled,158,0,0,158,unlabeled
49,0,0,unlabeled,149,0,0,149,unlabeled
50,0,0,unlabeled,140,0,0,140,unlabeled
51,0,0,unlabeled,139,0,0,139,unlabeled
52,0,0,unlabeled,137,0,0,137,unlabeled
53,0,0,unlabeled,134,0,0,134,unlabeled
54,0,0,unlabeled,130,0,0,130,unlabeled
55,0,0,unlabeled,116,0,0,116,unlabeled
56,0,0,unlabeled,112,0,0,112,unlabeled
57,0,0,unlabeled,107,0,0,107,unlabeled
58,0,0,unlabeled,105,0,0,105,unlabeled
