contig,plasmid_score,chrom_score,label,length,chr_coverage,pl_coverage,un_coverage,hybrid_mapsto
1,0,1,chromosome,521532,521532,0,0,chromosome
2,0,1,chromosome,254319,254319,0,0,chromosome
3,0,1,chromosome,196087,196085,0,2,chromosome
4,0,1,chromosome,184745,184745,0,0,chromosome
5,0,1,chromosome,183635,183635,0,0,chromosome
6,0,1,chromosome,182555,182555,0,0,chromosome
7,0,1,chromosome,180176,180176,0,0,chromosome
8,0,1,chromosome,167932,167932,0,0,chromosome
9,0,1,chromosome,150498,150498,0,0,chromosome
10,0,1,chromosome,146198,146198,0,0,chromosome
11,0,1,chromosome,144711,144711,0,0,chromosome
12,0,1,chromosome,128497,128497,0,0,chromosome
13,0,1,chromosome,124655,124655,0,0,chromosome
14,0,1,chromosome,123351,123351,0,0,chromosome
15,0,1,chromosome,122968,122968,0,0,chromosome
16,0,1,chromosome,111398,111398,0,0,chromosome
17,0,1,chromosome,106223,106223,0,0,chromosome
18,0,1,chromosome,97609,97609,0,0,chromosome
19,0,1,chromosome,95672,95672,0,0,chromosome
20,0,1,chromosome,92753,92753,0,0,chromosome
21,0,1,chromosome,91161,91161,0,0,chromosome
22,0,1,chromosome,90472,90472,0,0,chromosome
23,0,1,chromosome,81870,81870,0,0,chromosome
24,0,1,chromosome,81050,81050,0,0,chromosome
25,0,1,chromosome,79439,79439,0,0,chromosome
26,0,1,chromosome,63643,63643,0,0,chromosome
27,1,0,plasmid,62067,0,62067,0,plasmid
28,0,1,chromosome,60213,60213,0,0,chromosome
29,0,1,chromosome,58359,58359,0,0,chromosome
30,1,0,plasmid,57906,0,57906,0,plasmid
31,0,1,chromosome,56680,56680,0,0,chromosome
32,0,1,chromosome,53823,53823,0,0,chromosome
33,0,1,chromosome,53593,53593,0,0,chromosome
34,0,1,chromosome,49067,49067,0,0,chromosome
35,0,1,chromosome,48282,48282,0,0,chromosome
36,0,1,chromosome,42703,42703,0,0,chromosome
37,0,1,chromosome,40583,40583,0,0,chromosome
38,0,1,chromosome,36266,36266,0,0,chromosome
39,0,1,chromosome,35614,35614,0,0,chromosome
40,0,1,chromosome,33166,33166,0,0,chromosome
41,1,0,plasmid,29950,0,29950,0,plasmid
42,0,1,chromosome,29834,29834,0,0,chromosome
43,1,0,plasmid,29618,0,29618,0,plasmid
44,0,1,chromosome,29257,29257,0,0,chromosome
45,0,1,chromosome,28883,28883,0,0,chromosome
46,0,1,chromosome,26025,26025,0,0,chromosome
47,0,1,chromosome,20774,20774,0,0,chromosome
48,0,1,chromosome,17811,17811,0,0,chromosome
49,1,0,plasmid,16215,0,16215,0,plasmid
50,0,1,chromosome,15066,15066,0,0,chromosome
51,0,1,chromosome,14006,14006,0,0,chromosome
52,1,0,plasmid,13012,0,13012,0,plasmid
53,0,1,chromosome,12767,12767,0,0,chromosome
54,1,0,plasmid,12702,0,12702,0,plasmid
55,0,1,chromosome,11330,11330,0,0,chromosome
56,1,0,plasmid,10221,0,10221,0,plasmid
57,0,1,chromosome,9992,9992,0,0,chromosome
58,1,0,plasmid,9395,0,9395,0,plasmid
59,1,0,plasmid,9160,0,9160,0,plasmid
60,0,1,chromosome,8097,8097,0,0,chromosome
61,0,1,chromosome,8088,8088,0,0,chromosome
62,0,1,chromosome,8081,8081,0,0,chromosome
63,0,1,chromosome,6860,6860,0,0,chromosome
64,0,1,chromosome,6666,6666,0,0,chromosome
65,1,0,plasmid,6132,0,6132,0,plasmid
66,1,0,plasmid,5987,0,5987,0,plasmid
67,0,0,unlabeled,5910,0,0,5910,unlabeled
68,1,1,ambiguous,5136,5136,5136,0,ambiguous
69,1,0,plasmid,4882,0,4882,0,plasmid
70,0,1,chromosome,4514,4514,0,0,chromosome
71,0,1,chromosome,4092,4092,0,0,chromosome
72,0,1,chromosome,3580,3580,0,0,chromosome
73,1,0,plasmid,3330,0,3330,0,plasmid
74,1,0,plasmid,3295,0,3295,0,plasmid
75,1,0,plasmid,3294,0,3294,0,plasmid
76,1,0,plasmid,3061,0,3061,0,plasmid
77,0,1,chromosome,2670,2670,0,0,chromosome
78,0,1,chromosome,2650,2650,0,0,chromosome
79,0,1,chromosome,2580,2580,0,0,chromosome
80,1,0,plasmid,2286,0,2286,0,plasmid
81,0,1,chromosome,2140,2140,0,0,chromosome
82,0,1,chromosome,1776,1776,0,0,chromosome
83,0,1,chromosome,1710,1710,0,0,chromosome
84,0,1,chromosome,1701,1701,0,0,chromosome
85,1,0,plasmid,1455,0,1455,0,plasmid
86,1,0,plasmid,1442,0,1442,0,plasmid
87,0,1,chromosome,1230,1230,0,0,chromosome
88,0,1,chromosome,1112,1112,0,0,chromosome
89,1,0,plasmid,1041,0,1041,0,plasmid
90,1,0,plasmid,982,0,982,0,plasmid
91,1,0,plasmid,945,0,945,0,plasmid
92,1,0,plasmid,944,0,944,0,plasmid
93,0,1,chromosome,932,932,0,0,chromosome
94,1,1,ambiguous,841,841,841,0,ambiguous
95,1,1,ambiguous,820,820,820,0,ambiguous
96,1,0,plasmid,634,0,634,0,plasmid
97,1,1,ambiguous,592,592,592,0,ambiguous
98,1,0,plasmid,586,0,586,0,plasmid
99,1,0,plasmid,549,0,549,0,plasmid
100,1,1,ambiguous,534,534,534,0,ambiguous
101,1,1,ambiguous,532,532,532,0,ambiguous
102,0,1,chromosome,530,530,0,0,chromosome
103,0,1,chromosome,523,523,0,0,chromosome
104,1,0,plasmid,508,0,508,0,plasmid
105,1,1,ambiguous,508,508,508,0,ambiguous
106,1,0,plasmid,500,0,500,0,plasmid
107,0,1,chromosome,487,487,0,0,chromosome
108,0,1,chromosome,487,487,0,0,chromosome
109,1,0,plasmid,471,0,471,0,plasmid
110,1,0,plasmid,452,0,452,0,plasmid
111,1,0,plasmid,445,0,445,0,plasmid
112,1,0,plasmid,426,0,426,0,plasmid
113,1,0,plasmid,423,0,423,0,plasmid
114,1,1,ambiguous,413,413,413,0,ambiguous
115,1,0,plasmid,412,0,412,0,plasmid
116,1,1,ambiguous,401,401,401,0,ambiguous
117,0,1,chromosome,358,358,0,0,chromosome
118,0,1,chromosome,358,358,0,0,chromosome
119,1,0,plasmid,358,0,358,0,plasmid
120,1,1,ambiguous,357,357,357,0,ambiguous
121,0,1,chromosome,330,330,0,0,chromosome
122,1,0,plasmid,296,0,296,0,plasmid
123,0,1,chromosome,272,272,0,0,chromosome
124,0,1,chromosome,271,271,0,0,chromosome
125,1,1,ambiguous,246,246,246,0,ambiguous
126,1,0,plasmid,245,0,245,0,plasmid
127,1,0,plasmid,223,0,223,0,plasmid
128,1,0,plasmid,209,0,209,0,plasmid
129,1,0,plasmid,201,0,201,0,plasmid
130,0,0,unlabeled,194,0,0,194,unlabeled
131,0,0,unlabeled,192,0,0,192,unlabeled
132,0,0,unlabeled,189,0,0,189,unlabeled
133,0,0,unlabeled,188,0,0,188,unlabeled
134,0,0,unlabeled,187,0,0,187,unlabeled
135,0,0,unlabeled,185,0,0,185,unlabeled
136,0,0,unlabeled,184,0,0,184,unlabeled
137,0,0,unlabeled,173,0,0,173,unlabeled
138,0,0,unlabeled,173,0,0,173,unlabeled
139,0,0,unlabeled,168,0,0,168,unlabeled
140,0,0,unlabeled,166,0,0,166,unlabeled
141,0,0,unlabeled,165,0,0,165,unlabeled
142,0,0,unlabeled,162,0,0,162,unlabeled
143,0,0,unlabeled,162,0,0,162,unlabeled
144,0,0,unlabeled,157,0,0,157,unlabeled
145,0,0,unlabeled,157,0,0,157,unlabeled
146,0,0,unlabeled,153,0,0,153,unlabeled
147,0,0,unlabeled,153,0,0,153,unlabeled
148,0,0,unlabeled,149,0,0,149,unlabeled
149,0,0,unlabeled,149,0,0,149,unlabeled
150,0,0,unlabeled,147,0,0,147,unlabeled
151,0,0,unlabeled,144,0,0,144,unlabeled
152,0,0,unlabeled,140,0,0,140,unlabeled
153,0,0,unlabeled,137,0,0,137,unlabeled
154,0,0,unlabeled,137,0,0,137,unlabeled
155,0,0,unlabeled,136,0,0,136,unlabeled
156,0,0,unlabeled,134,0,0,134,unlabeled
157,0,0,unlabeled,132,0,0,132,unlabeled
158,0,0,unlabeled,132,0,0,132,unlabeled
159,0,0,unlabeled,132,0,0,132,unlabeled
160,0,0,unlabeled,127,0,0,127,unlabeled
161,0,0,unlabeled,127,0,0,127,unlabeled
162,0,0,unlabeled,126,0,0,126,unlabeled
163,0,0,unlabeled,123,0,0,123,unlabeled
164,0,0,unlabeled,122,0,0,122,unlabeled
165,0,0,unlabeled,121,0,0,121,unlabeled
166,0,0,unlabeled,120,0,0,120,unlabeled
