contig,plasmid_score,chrom_score,label,length,chr_coverage,pl_coverage,un_coverage,hybrid_mapsto
1,0,1,chromosome,244905,244905,0,0,chromosome
2,0,1,chromosome,218654,218654,0,0,chromosome
3,0,1,chromosome,179499,179499,0,0,chromosome
4,0,1,chromosome,164877,164877,0,0,chromosome
5,0,1,chromosome,156697,156697,0,0,chromosome
6,0,1,chromosome,146486,146486,0,0,chromosome
7,0,1,chromosome,129783,129783,0,0,chromosome
8,0,1,chromosome,127301,127301,0,0,chromosome
9,0,1,chromosome,125812,125812,0,0,chromosome
10,0,1,chromosome,125664,125664,0,0,chromosome
11,0,1,chromosome,124833,124833,0,0,chromosome
12,0,1,chromosome,122997,122997,0,0,chromosome
13,0,1,chromosome,114727,114727,0,0,chromosome
14,1,0,plasmid,106967,0,106967,0,plasmid
15,0,1,chromosome,102436,102436,0,0,chromosome
16,0,1,chromosome,100920,100920,0,0,chromosome
17,0,1,chromosome,99090,99090,0,0,chromosome
18,0,1,chromosome,85915,85915,0,0,chromosome
19,0,1,chromosome,82995,82995,0,0,chromosome
20,0,1,chromosome,79623,79623,0,0,chromosome
21,0,1,chromosome,63394,63394,0,0,chromosome
22,0,1,chromosome,62374,62374,0,0,chromosome
23,0,1,chromosome,62288,62288,0,0,chromosome
24,0,1,chromosome,60530,60530,0,0,chromosome
25,0,1,chromosome,56940,56940,0,0,chromosome
26,0,1,chromosome,54662,54662,0,0,chromosome
27,0,1,chromosome,53466,53466,0,0,chromosome
28,0,1,chromosome,52435,52435,0,0,chromosome
29,0,1,chromosome,51572,51572,0,0,chromosome
30,0,1,chromosome,50317,50317,0,0,chromosome
31,0,1,chromosome,45350,45350,0,0,chromosome
32,0,1,chromosome,44482,44482,0,0,chromosome
33,0,1,chromosome,40467,40467,0,0,chromosome
34,0,1,chromosome,39918,39918,0,0,chromosome
35,0,1,chromosome,35828,35828,0,0,chromosome
36,0,1,chromosome,35701,35701,0,0,chromosome
37,1,0,plasmid,35428,0,35428,0,plasmid
38,0,1,chromosome,35168,35168,0,0,chromosome
39,0,1,chromosome,33518,33518,0,0,chromosome
40,0,1,chromosome,29515,29515,0,0,chromosome
41,0,1,chromosome,28448,28448,0,0,chromosome
42,0,1,chromosome,26170,26170,0,0,chromosome
43,0,1,chromosome,25443,25443,0,0,chromosome
44,0,1,chromosome,24727,24727,0,0,chromosome
45,0,1,chromosome,23832,23832,0,0,chromosome
46,0,1,chromosome,23328,23328,0,0,chromosome
47,0,1,chromosome,21916,21916,0,0,chromosome
48,1,0,plasmid,20727,0,20727,0,plasmid
