contig,plasmid_score,chrom_score,label,length,chr_coverage,pl_coverage,un_coverage,hybrid_mapsto
1,0,1,chromosome,529564,529564,0,0,chromosome
2,0,1,chromosome,521517,521517,0,0,chromosome
3,0,1,chromosome,316049,316049,0,0,chromosome
4,0,1,chromosome,283210,283210,0,0,chromosome
5,0,1,chromosome,283083,283083,0,0,chromosome
6,0,1,chromosome,195885,195885,0,0,chromosome
7,0,1,chromosome,175842,175842,0,0,chromosome
8,0,1,chromosome,111239,111239,0,0,chromosome
9,0,1,chromosome,105712,105712,0,0,chromosome
10,0,1,chromosome,78164,78164,0,0,chromosome
11,0,1,chromosome,42773,42773,0,0,chromosome
12,0,1,chromosome,38792,38792,0,0,chromosome
13,1,0,plasmid,32557,0,32557,0,plasmid
14,0,1,chromosome,24842,24842,0,0,chromosome
15,0,1,chromosome,24372,24372,0,0,chromosome
16,0,1,chromosome,19697,19697,0,0,chromosome
17,0,1,chromosome,6572,6572,0,0,chromosome
18,0,1,chromosome,5288,5288,0,0,chromosome
19,0,1,chromosome,3619,3619,0,0,chromosome
20,0,1,chromosome,2809,2809,0,0,chromosome
21,0,1,chromosome,1921,1921,0,0,chromosome
22,0,1,chromosome,1675,1675,0,0,chromosome
23,1,0,plasmid,1545,0,1545,0,plasmid
24,0,1,chromosome,617,617,0,0,chromosome
25,0,1,chromosome,523,523,0,0,chromosome
26,0,1,chromosome,395,395,0,0,chromosome
27,0,1,chromosome,343,343,0,0,chromosome
28,0,1,chromosome,331,331,0,0,chromosome
29,0,1,chromosome,316,316,0,0,chromosome
30,0,1,chromosome,312,312,0,0,chromosome
31,0,1,chromosome,286,286,0,0,chromosome
32,0,1,chromosome,260,260,0,0,chromosome
33,0,1,chromosome,235,235,0,0,chromosome
34,0,1,chromosome,216,216,0,0,chromosome
35,0,1,chromosome,210,210,0,0,chromosome
36,0,1,chromosome,207,207,0,0,chromosome
37,0,1,chromosome,207,207,0,0,chromosome
38,0,1,chromosome,204,204,0,0,chromosome
39,0,0,unlabeled,199,0,0,199,unlabeled
40,0,0,unlabeled,196,0,0,196,unlabeled
41,0,0,unlabeled,188,0,0,188,unlabeled
42,0,0,unlabeled,181,0,0,181,unlabeled
43,0,0,unlabeled,166,0,0,166,unlabeled
44,0,0,unlabeled,153,0,0,153,unlabeled
45,0,0,unlabeled,149,0,0,149,unlabeled
46,0,0,unlabeled,144,0,0,144,unlabeled
47,0,0,unlabeled,139,0,0,139,unlabeled
48,0,0,unlabeled,137,0,0,137,unlabeled
49,0,0,unlabeled,131,0,0,131,unlabeled
50,0,0,unlabeled,119,0,0,119,unlabeled
51,0,0,unlabeled,113,0,0,113,unlabeled
52,0,0,unlabeled,109,0,0,109,unlabeled
53,0,0,unlabeled,109,0,0,109,unlabeled
54,0,0,unlabeled,101,0,0,101,unlabeled
