contig,plasmid_score,chrom_score,label,length,chr_coverage,pl_coverage,un_coverage,hybrid_mapsto
1,0,1,chromosome,120566,120566,0,0,chromosome
2,0,1,chromosome,114388,114386,0,2,chromosome
3,0,1,chromosome,109506,109506,0,0,chromosome
4,0,1,chromosome,106592,106592,0,0,chromosome
5,0,1,chromosome,102873,102873,0,0,chromosome
6,0,1,chromosome,95195,95195,0,0,chromosome
7,0,1,chromosome,88267,88267,0,0,chromosome
8,0,1,chromosome,68342,68342,0,0,chromosome
9,0,1,chromosome,65614,65614,0,0,chromosome
10,0,1,chromosome,63606,63606,0,0,chromosome
11,0,1,chromosome,62065,62065,0,0,chromosome
12,0,1,chromosome,61327,61327,0,0,chromosome
13,0,1,chromosome,60550,60550,0,0,chromosome
14,0,1,chromosome,59481,59481,0,0,chromosome
15,0,1,chromosome,57334,57334,0,0,chromosome
16,0,1,chromosome,54853,54853,0,0,chromosome
17,0,1,chromosome,51133,51133,0,0,chromosome
18,0,1,chromosome,46788,46781,0,7,chromosome
19,0,1,chromosome,45244,45244,0,0,chromosome
20,0,1,chromosome,45181,45181,0,0,chromosome
21,0,1,chromosome,43592,43592,0,0,chromosome
22,0,1,chromosome,41710,41710,0,0,chromosome
23,0,1,chromosome,41481,41481,0,0,chromosome
24,0,1,chromosome,40130,40130,0,0,chromosome
25,0,1,chromosome,40061,40061,0,0,chromosome
26,0,1,chromosome,38695,38695,0,0,chromosome
27,0,1,chromosome,35556,35556,0,0,chromosome
28,0,1,chromosome,34699,34699,0,0,chromosome
29,0,1,chromosome,32668,32668,0,0,chromosome
30,0,1,chromosome,32554,32554,0,0,chromosome
31,0,1,chromosome,31742,31742,0,0,chromosome
32,0,1,chromosome,31459,31459,0,0,chromosome
33,0,1,chromosome,31326,31326,0,0,chromosome
34,0,1,chromosome,31163,31163,0,0,chromosome
35,0,1,chromosome,28732,28732,0,0,chromosome
36,0,1,chromosome,28577,28577,0,0,chromosome
37,0,1,chromosome,27487,27487,0,0,chromosome
38,0,1,chromosome,26658,26658,0,0,chromosome
39,0,1,chromosome,26335,26335,0,0,chromosome
40,0,1,chromosome,25676,25676,0,0,chromosome
41,0,1,chromosome,25380,25380,0,0,chromosome
42,0,1,chromosome,24516,24516,0,0,chromosome
43,0,1,chromosome,24019,24019,0,0,chromosome
44,0,1,chromosome,23362,23362,0,0,chromosome
45,0,1,chromosome,21065,21065,0,0,chromosome
46,0,1,chromosome,20993,20993,0,0,chromosome
47,0,1,chromosome,20664,20664,0,0,chromosome
48,1,0,plasmid,20547,0,20547,0,plasmid
49,0,1,chromosome,20487,20487,0,0,chromosome
50,0,1,chromosome,20119,20119,0,0,chromosome
51,0,1,chromosome,19510,19510,0,0,chromosome
52,0,1,chromosome,19035,19035,0,0,chromosome
53,0,1,chromosome,18819,18819,0,0,chromosome
54,0,1,chromosome,17771,17771,0,0,chromosome
55,0,1,chromosome,16731,16731,0,0,chromosome
56,0,1,chromosome,16368,16368,0,0,chromosome
57,0,1,chromosome,16138,16138,0,0,chromosome
58,0,1,chromosome,15568,15568,0,0,chromosome
59,0,1,chromosome,15379,15379,0,0,chromosome
60,0,1,chromosome,13995,13995,0,0,chromosome
61,0,1,chromosome,13954,13954,0,0,chromosome
62,0,1,chromosome,13681,13679,0,2,chromosome
63,0,1,chromosome,13632,13632,0,0,chromosome
64,0,1,chromosome,13289,13289,0,0,chromosome
65,0,1,chromosome,12171,12171,0,0,chromosome
66,0,1,chromosome,11781,11781,0,0,chromosome
67,0,1,chromosome,11236,11236,0,0,chromosome
68,0,1,chromosome,11007,11007,0,0,chromosome
69,0,1,chromosome,10962,10962,0,0,chromosome
70,0,1,chromosome,9825,9825,0,0,chromosome
71,0,1,chromosome,7254,7254,0,0,chromosome
72,0,1,chromosome,6246,6246,0,0,chromosome
73,0,1,chromosome,5115,5115,0,0,chromosome
74,0,1,chromosome,4948,4948,0,0,chromosome
75,0,1,chromosome,4881,4881,0,0,chromosome
76,0,1,chromosome,4187,4187,0,0,chromosome
77,0,1,chromosome,3161,3149,0,12,chromosome
78,0,1,chromosome,3043,3041,0,2,chromosome
79,0,1,chromosome,3029,3029,0,0,chromosome
80,0,1,chromosome,2125,2125,0,0,chromosome
81,0,1,chromosome,1903,1903,0,0,chromosome
82,0,1,chromosome,1891,1891,0,0,chromosome
83,0,1,chromosome,1647,1647,0,0,chromosome
84,0,1,chromosome,1623,1623,0,0,chromosome
85,0,1,chromosome,1325,1325,0,0,chromosome
86,0,1,chromosome,1316,1310,0,6,chromosome
87,0,1,chromosome,1263,1263,0,0,chromosome
88,0,1,chromosome,1184,1184,0,0,chromosome
89,0,1,chromosome,1058,1020,0,38,chromosome
90,0,1,chromosome,996,996,0,0,chromosome
91,0,1,chromosome,301,301,0,0,chromosome
92,0,1,chromosome,289,289,0,0,chromosome
93,0,1,chromosome,283,283,0,0,chromosome
94,0,0,unlabeled,230,0,0,230,unlabeled
95,0,0,unlabeled,173,0,0,173,unlabeled
96,0,0,unlabeled,172,0,0,172,unlabeled
97,0,0,unlabeled,159,0,0,159,unlabeled
98,0,0,unlabeled,144,0,0,144,unlabeled
99,0,0,unlabeled,130,0,0,130,unlabeled
100,0,0,unlabeled,118,0,0,118,unlabeled
