contig,plasmid_score,chrom_score,label,length,chr_coverage,pl_coverage,un_coverage,hybrid_mapsto
1,0,1,chromosome,106268,106268,0,0,chromosome
2,0,1,chromosome,101780,101780,0,0,chromosome
3,0,0,unlabeled,100768,0,0,100768,unlabeled
4,0,1,chromosome,100366,100366,0,0,chromosome
5,1,0,plasmid,90223,0,90223,0,plasmid
6,0,0,unlabeled,89996,0,0,89996,unlabeled
7,0,0,unlabeled,89120,0,0,89120,unlabeled
8,0,0,unlabeled,87898,0,0,87898,unlabeled
9,0,0,unlabeled,87423,0,0,87423,unlabeled
10,0,0,unlabeled,83017,0,0,83017,unlabeled
11,0,0,unlabeled,78284,0,0,78284,unlabeled
12,0,0,unlabeled,64924,0,0,64924,unlabeled
13,0,0,unlabeled,61776,0,0,61776,unlabeled
14,0,0,unlabeled,52831,0,0,52831,unlabeled
15,0,0,unlabeled,52314,0,0,52314,unlabeled
16,0,0,unlabeled,50003,0,0,50003,unlabeled
17,0,0,unlabeled,48815,0,0,48815,unlabeled
18,0,0,unlabeled,48557,0,0,48557,unlabeled
19,0,0,unlabeled,47227,0,0,47227,unlabeled
20,0,0,unlabeled,45461,0,0,45461,unlabeled
21,0,0,unlabeled,42338,0,0,42338,unlabeled
22,0,0,unlabeled,41809,0,0,41809,unlabeled
23,0,0,unlabeled,39886,0,0,39886,unlabeled
24,0,0,unlabeled,36573,0,0,36573,unlabeled
25,0,0,unlabeled,36527,0,0,36527,unlabeled
26,0,0,unlabeled,34965,0,0,34965,unlabeled
27,0,0,unlabeled,34774,0,0,34774,unlabeled
28,0,0,unlabeled,34665,0,0,34665,unlabeled
29,0,0,unlabeled,34538,0,0,34538,unlabeled
30,0,0,unlabeled,34121,0,0,34121,unlabeled
31,0,0,unlabeled,33797,0,0,33797,unlabeled
32,0,0,unlabeled,33299,0,0,33299,unlabeled
33,0,0,unlabeled,32590,0,0,32590,unlabeled
34,0,0,unlabeled,32539,0,0,32539,unlabeled
35,0,0,unlabeled,31899,0,0,31899,unlabeled
36,0,0,unlabeled,30652,0,0,30652,unlabeled
37,0,0,unlabeled,29101,0,0,29101,unlabeled
38,1,0,plasmid,27669,0,27669,0,plasmid
39,0,0,unlabeled,27235,0,0,27235,unlabeled
40,0,0,unlabeled,26815,0,0,26815,unlabeled
41,0,0,unlabeled,26170,0,0,26170,unlabeled
42,0,0,unlabeled,25504,0,0,25504,unlabeled
43,0,0,unlabeled,23833,0,0,23833,unlabeled
44,0,0,unlabeled,23360,0,0,23360,unlabeled
