contig,plasmid_score,chrom_score,label,length,chr_coverage,pl_coverage,un_coverage,hybrid_mapsto
1,0,1,chromosome,121194,121194,0,0,chromosome
2,0,1,chromosome,105422,105422,0,0,chromosome
3,0,0,unlabeled,90902,0,0,90902,unlabeled
4,0,0,unlabeled,77853,0,0,77853,unlabeled
5,0,0,unlabeled,76133,0,0,76133,unlabeled
6,0,0,unlabeled,72784,0,0,72784,unlabeled
7,0,0,unlabeled,59940,0,0,59940,unlabeled
8,0,0,unlabeled,56636,0,0,56636,unlabeled
9,0,0,unlabeled,55721,0,0,55721,unlabeled
10,0,0,unlabeled,54737,0,0,54737,unlabeled
11,0,0,unlabeled,50742,0,0,50742,unlabeled
12,0,0,unlabeled,50146,0,0,50146,unlabeled
13,0,0,unlabeled,49992,0,0,49992,unlabeled
14,0,0,unlabeled,49813,0,0,49813,unlabeled
15,0,0,unlabeled,45958,0,0,45958,unlabeled
16,0,0,unlabeled,41255,0,0,41255,unlabeled
17,0,0,unlabeled,41180,0,0,41180,unlabeled
18,1,0,plasmid,40970,0,40970,0,plasmid
19,0,0,unlabeled,40528,0,0,40528,unlabeled
20,0,0,unlabeled,40100,0,0,40100,unlabeled
21,0,0,unlabeled,39903,0,0,39903,unlabeled
22,0,0,unlabeled,39662,0,0,39662,unlabeled
23,0,0,unlabeled,39156,0,0,39156,unlabeled
24,0,0,unlabeled,36833,0,0,36833,unlabeled
25,0,0,unlabeled,34601,0,0,34601,unlabeled
26,0,0,unlabeled,32985,0,0,32985,unlabeled
27,0,0,unlabeled,28745,0,0,28745,unlabeled
28,0,0,unlabeled,28741,0,0,28741,unlabeled
29,0,0,unlabeled,28707,0,0,28707,unlabeled
30,0,0,unlabeled,27871,0,0,27871,unlabeled
31,0,0,unlabeled,27506,0,0,27506,unlabeled
32,0,0,unlabeled,26531,0,0,26531,unlabeled
33,0,0,unlabeled,26416,0,0,26416,unlabeled
34,0,0,unlabeled,26324,0,0,26324,unlabeled
35,0,0,unlabeled,25671,0,0,25671,unlabeled
36,0,0,unlabeled,25414,0,0,25414,unlabeled
37,0,0,unlabeled,23404,0,0,23404,unlabeled
38,0,0,unlabeled,22805,0,0,22805,unlabeled
39,0,0,unlabeled,22732,0,0,22732,unlabeled
40,1,0,plasmid,21706,0,21706,0,plasmid
41,0,0,unlabeled,21470,0,0,21470,unlabeled
42,0,0,unlabeled,20906,0,0,20906,unlabeled
43,0,0,unlabeled,19721,0,0,19721,unlabeled
44,1,0,plasmid,17548,0,17548,0,plasmid
45,0,0,unlabeled,17337,0,0,17337,unlabeled
46,0,0,unlabeled,14788,0,0,14788,unlabeled
47,0,0,unlabeled,14649,0,0,14649,unlabeled
48,0,0,unlabeled,14609,0,0,14609,unlabeled
49,0,0,unlabeled,14499,0,0,14499,unlabeled
50,0,0,unlabeled,14498,0,0,14498,unlabeled
51,0,0,unlabeled,13900,0,0,13900,unlabeled
52,0,0,unlabeled,13206,0,0,13206,unlabeled
53,0,0,unlabeled,12424,0,0,12424,unlabeled
54,0,0,unlabeled,12389,0,0,12389,unlabeled
55,0,0,unlabeled,11906,0,0,11906,unlabeled
56,0,0,unlabeled,11774,0,0,11774,unlabeled
57,0,0,unlabeled,11367,0,0,11367,unlabeled
58,0,0,unlabeled,11276,0,0,11276,unlabeled
59,0,0,unlabeled,11259,0,0,11259,unlabeled
60,0,0,unlabeled,11177,0,0,11177,unlabeled
61,0,0,unlabeled,11078,0,0,11078,unlabeled
62,0,0,unlabeled,10918,0,0,10918,unlabeled
63,0,0,unlabeled,10362,0,0,10362,unlabeled
64,0,0,unlabeled,9989,0,0,9989,unlabeled
65,0,0,unlabeled,9660,0,0,9660,unlabeled
66,0,0,unlabeled,9247,0,0,9247,unlabeled
67,0,0,unlabeled,9044,0,0,9044,unlabeled
68,0,0,unlabeled,8909,0,0,8909,unlabeled
69,0,0,unlabeled,8769,0,0,8769,unlabeled
70,0,0,unlabeled,8754,0,0,8754,unlabeled
71,0,0,unlabeled,8440,0,0,8440,unlabeled
72,0,0,unlabeled,8034,0,0,8034,unlabeled
73,0,0,unlabeled,7932,0,0,7932,unlabeled
74,0,0,unlabeled,7741,0,0,7741,unlabeled
75,0,0,unlabeled,7370,0,0,7370,unlabeled
76,1,0,plasmid,7160,0,7160,0,plasmid
77,1,0,plasmid,7106,0,7106,0,plasmid
78,0,0,unlabeled,7052,0,0,7052,unlabeled
79,0,0,unlabeled,6655,0,0,6655,unlabeled
80,1,0,plasmid,6405,0,6405,0,plasmid
81,1,0,plasmid,6021,0,6021,0,plasmid
82,0,0,unlabeled,6006,0,0,6006,unlabeled
83,0,0,unlabeled,5967,0,0,5967,unlabeled
84,1,0,plasmid,5541,0,5541,0,plasmid
85,0,0,unlabeled,5128,0,0,5128,unlabeled
86,1,0,plasmid,4756,0,4756,0,plasmid
87,0,0,unlabeled,4710,0,0,4710,unlabeled
88,0,0,unlabeled,4706,0,0,4706,unlabeled
89,0,0,unlabeled,4694,0,0,4694,unlabeled
90,1,0,plasmid,4624,0,4624,0,plasmid
91,0,0,unlabeled,4569,0,0,4569,unlabeled
92,1,0,plasmid,4498,0,4498,0,plasmid
93,0,0,unlabeled,4481,0,0,4481,unlabeled
94,1,0,plasmid,4147,0,4147,0,plasmid
95,0,0,unlabeled,4052,0,0,4052,unlabeled
96,1,0,plasmid,3709,0,3709,0,plasmid
97,0,0,unlabeled,3673,0,0,3673,unlabeled
98,0,0,unlabeled,3572,0,0,3572,unlabeled
99,0,0,unlabeled,3484,0,0,3484,unlabeled
100,1,0,plasmid,3479,0,3479,0,plasmid
101,1,0,plasmid,3334,0,3334,0,plasmid
102,1,0,plasmid,3325,0,3325,0,plasmid
103,0,0,unlabeled,3199,0,0,3199,unlabeled
104,0,0,unlabeled,3149,0,0,3149,unlabeled
105,0,0,unlabeled,3106,0,0,3106,unlabeled
106,0,0,unlabeled,3020,0,0,3020,unlabeled
107,1,0,plasmid,2736,0,2736,0,plasmid
108,0,0,unlabeled,2599,0,0,2599,unlabeled
109,0,0,unlabeled,2494,0,0,2494,unlabeled
110,1,0,plasmid,2435,0,2435,0,plasmid
111,0,0,unlabeled,2222,0,0,2222,unlabeled
112,1,0,plasmid,2169,0,2169,0,plasmid
113,0,0,unlabeled,2118,0,0,2118,unlabeled
114,1,0,plasmid,2077,0,2077,0,plasmid
115,0,0,unlabeled,1896,0,0,1896,unlabeled
116,1,0,plasmid,1866,0,1866,0,plasmid
117,0,0,unlabeled,1830,0,0,1830,unlabeled
118,1,0,plasmid,1631,0,1631,0,plasmid
