contig,plasmid_score,chrom_score,label,length,chr_coverage,pl_coverage,un_coverage,hybrid_mapsto
1,0,1,chromosome,179499,179499,0,0,chromosome
2,0,1,chromosome,158853,158853,0,0,chromosome
3,0,1,chromosome,150989,150989,0,0,chromosome
4,0,0,unlabeled,146486,0,0,146486,unlabeled
5,0,1,chromosome,132754,132754,0,0,chromosome
6,0,1,chromosome,129775,129775,0,0,chromosome
7,0,1,chromosome,125812,125812,0,0,chromosome
8,0,1,chromosome,125543,125543,0,0,chromosome
9,0,1,chromosome,125265,125265,0,0,chromosome
10,0,1,chromosome,124833,124833,0,0,chromosome
11,0,1,chromosome,114661,114661,0,0,chromosome
12,0,1,chromosome,102436,102436,0,0,chromosome
13,0,1,chromosome,100920,100920,0,0,chromosome
14,0,0,unlabeled,99136,0,0,99136,unlabeled
15,0,1,chromosome,99090,99090,0,0,chromosome
16,0,1,chromosome,99052,99052,0,0,chromosome
17,0,0,unlabeled,98481,0,0,98481,unlabeled
18,0,1,chromosome,85916,85916,0,0,chromosome
19,0,1,chromosome,83395,83395,0,0,chromosome
20,0,1,chromosome,83378,83378,0,0,chromosome
21,0,1,chromosome,82995,82995,0,0,chromosome
22,0,0,unlabeled,76087,0,0,76087,unlabeled
23,0,1,chromosome,63394,63394,0,0,chromosome
24,0,0,unlabeled,62374,0,0,62374,unlabeled
25,0,1,chromosome,62288,62288,0,0,chromosome
26,0,1,chromosome,61266,61266,0,0,chromosome
27,0,1,chromosome,60522,60522,0,0,chromosome
28,0,1,chromosome,57599,57599,0,0,chromosome
29,0,1,chromosome,56518,56518,0,0,chromosome
30,0,1,chromosome,53466,53466,0,0,chromosome
31,0,1,chromosome,52452,52452,0,0,chromosome
32,0,1,chromosome,51636,51636,0,0,chromosome
33,0,1,chromosome,45351,45351,0,0,chromosome
34,0,0,unlabeled,44094,0,0,44094,unlabeled
35,0,1,chromosome,39918,39918,0,0,chromosome
36,0,1,chromosome,35941,35941,0,0,chromosome
37,0,1,chromosome,35701,35701,0,0,chromosome
38,0,1,chromosome,33518,33518,0,0,chromosome
39,0,1,chromosome,29515,29515,0,0,chromosome
40,0,1,chromosome,28448,28448,0,0,chromosome
41,0,1,chromosome,26170,26170,0,0,chromosome
42,0,1,chromosome,25606,25606,0,0,chromosome
43,0,1,chromosome,24727,24727,0,0,chromosome
44,0,1,chromosome,24702,24702,0,0,chromosome
45,0,0,unlabeled,23832,0,0,23832,unlabeled
46,0,1,chromosome,23680,23675,0,5,chromosome
47,0,0,unlabeled,23328,0,0,23328,unlabeled
48,0,1,chromosome,22033,22033,0,0,chromosome
49,0,0,unlabeled,21916,0,0,21916,unlabeled
50,0,1,chromosome,14933,14933,0,0,chromosome
51,0,1,chromosome,14022,14022,0,0,chromosome
52,0,1,chromosome,13046,13046,0,0,chromosome
53,0,1,chromosome,12675,12675,0,0,chromosome
54,0,1,chromosome,12505,12505,0,0,chromosome
55,0,1,chromosome,9913,9913,0,0,chromosome
56,1,0,plasmid,9880,0,9880,0,plasmid
57,0,1,chromosome,8907,8907,0,0,chromosome
58,0,0,unlabeled,8574,0,0,8574,unlabeled
59,0,1,chromosome,7975,7949,0,26,chromosome
60,0,1,chromosome,7613,7613,0,0,chromosome
61,0,1,chromosome,7505,7505,0,0,chromosome
62,0,1,chromosome,6723,6723,0,0,chromosome
63,0,1,chromosome,6514,6514,0,0,chromosome
64,0,1,chromosome,5717,5717,0,0,chromosome
65,0,1,chromosome,4754,4754,0,0,chromosome
66,0,1,chromosome,4152,4152,0,0,chromosome
67,0,1,chromosome,3221,3221,0,0,chromosome
68,0,1,chromosome,2594,2594,0,0,chromosome
69,0,1,chromosome,2143,2143,0,0,chromosome
70,0,1,chromosome,1674,1674,0,0,chromosome
71,0,1,chromosome,1507,1507,0,0,chromosome
72,0,1,chromosome,1431,1431,0,0,chromosome
73,0,1,chromosome,1322,1322,0,0,chromosome
74,0,1,chromosome,1262,1262,0,0,chromosome
