contig,plasmid_score,chrom_score,label,length,chr_coverage,pl_coverage,un_coverage,hybrid_mapsto
1,0,1,chromosome,422089,422089,0,0,chromosome
2,0,1,chromosome,269515,269515,0,0,chromosome
3,0,1,chromosome,249467,249467,0,0,chromosome
4,0,1,chromosome,239682,239682,0,0,chromosome
5,0,1,chromosome,212640,212640,0,0,chromosome
6,0,1,chromosome,195487,195487,0,0,chromosome
7,0,1,chromosome,193568,193568,0,0,chromosome
8,0,1,chromosome,184694,184694,0,0,chromosome
9,0,1,chromosome,161861,161861,0,0,chromosome
10,0,1,chromosome,161847,161847,0,0,chromosome
11,0,1,chromosome,139569,139569,0,0,chromosome
12,0,1,chromosome,127834,127834,0,0,chromosome
13,0,1,chromosome,123440,123440,0,0,chromosome
14,0,1,chromosome,115636,115636,0,0,chromosome
15,0,1,chromosome,114276,114276,0,0,chromosome
16,0,1,chromosome,105340,105340,0,0,chromosome
17,0,1,chromosome,104286,104286,0,0,chromosome
18,0,1,chromosome,101599,101599,0,0,chromosome
19,0,1,chromosome,99358,99358,0,0,chromosome
20,0,1,chromosome,97605,97605,0,0,chromosome
21,0,1,chromosome,87503,87503,0,0,chromosome
22,0,1,chromosome,87390,87390,0,0,chromosome
23,0,1,chromosome,81446,81446,0,0,chromosome
24,0,1,chromosome,80725,80725,0,0,chromosome
25,0,1,chromosome,78046,78046,0,0,chromosome
26,0,1,chromosome,76302,76302,0,0,chromosome
27,0,1,chromosome,69657,69657,0,0,chromosome
28,0,1,chromosome,63916,63916,0,0,chromosome
29,0,1,chromosome,62343,62343,0,0,chromosome
30,0,1,chromosome,50796,50796,0,0,chromosome
31,0,1,chromosome,42940,42940,0,0,chromosome
32,0,1,chromosome,40024,40024,0,0,chromosome
33,0,1,chromosome,39461,39461,0,0,chromosome
34,0,1,chromosome,38882,38882,0,0,chromosome
35,1,0,plasmid,38655,0,38655,0,plasmid
36,0,1,chromosome,37274,37274,0,0,chromosome
37,1,0,plasmid,33507,0,33507,0,plasmid
38,0,1,chromosome,32615,32615,0,0,chromosome
39,0,1,chromosome,31470,31470,0,0,chromosome
40,0,1,chromosome,29075,29075,0,0,chromosome
41,0,1,chromosome,29031,29031,0,0,chromosome
42,1,0,plasmid,28764,0,28764,0,plasmid
43,0,1,chromosome,28322,28322,0,0,chromosome
44,0,1,chromosome,26702,26702,0,0,chromosome
45,0,1,chromosome,26143,26143,0,0,chromosome
46,0,1,chromosome,25417,25417,0,0,chromosome
47,0,1,chromosome,21892,21892,0,0,chromosome
48,0,1,chromosome,21519,21519,0,0,chromosome
49,0,1,chromosome,18070,18070,0,0,chromosome
50,0,1,chromosome,15883,15883,0,0,chromosome
51,0,1,chromosome,15093,15093,0,0,chromosome
52,0,1,chromosome,14820,14820,0,0,chromosome
53,1,0,plasmid,14698,0,14698,0,plasmid
54,1,0,plasmid,14695,0,14695,0,plasmid
55,0,1,chromosome,14583,14583,0,0,chromosome
56,0,1,chromosome,13877,13877,0,0,chromosome
57,0,1,chromosome,13210,13210,0,0,chromosome
58,0,1,chromosome,12806,12806,0,0,chromosome
59,1,0,plasmid,11903,0,11903,0,plasmid
60,1,0,plasmid,11515,0,11515,0,plasmid
61,1,0,plasmid,11392,0,11392,0,plasmid
62,0,1,chromosome,10540,10540,0,0,chromosome
63,0,1,chromosome,10408,10408,0,0,chromosome
64,0,1,chromosome,10265,10265,0,0,chromosome
65,0,1,chromosome,9840,9840,0,0,chromosome
66,0,1,chromosome,9766,9766,0,0,chromosome
67,1,1,ambiguous,9597,9597,9597,0,ambiguous
