contig,plasmid_score,chrom_score,label,length,chr_coverage,pl_coverage,un_coverage,hybrid_mapsto
1,0,1,chromosome,638435,638435,0,0,chromosome
2,0,1,chromosome,490855,490855,0,0,chromosome
3,0,1,chromosome,455130,455130,0,0,chromosome
4,0,1,chromosome,448551,448551,0,0,chromosome
5,0,1,chromosome,374932,374932,0,0,chromosome
6,0,1,chromosome,339905,339905,0,0,chromosome
7,0,1,chromosome,333938,333938,0,0,chromosome
8,0,1,chromosome,295905,295905,0,0,chromosome
9,0,1,chromosome,225321,225321,0,0,chromosome
10,0,1,chromosome,223391,223391,0,0,chromosome
11,0,1,chromosome,165282,165282,0,0,chromosome
12,0,1,chromosome,147015,147015,0,0,chromosome
13,0,1,chromosome,135219,135219,0,0,chromosome
14,0,1,chromosome,113157,113157,0,0,chromosome
15,0,1,chromosome,96714,96714,0,0,chromosome
16,0,1,chromosome,79603,79603,0,0,chromosome
17,0,1,chromosome,72945,72945,0,0,chromosome
18,1,0,plasmid,72348,0,72348,0,plasmid
19,0,1,chromosome,59221,59221,0,0,chromosome
20,0,1,chromosome,29822,29822,0,0,chromosome
21,0,1,chromosome,29798,29798,0,0,chromosome
22,0,1,chromosome,26139,26139,0,0,chromosome
23,1,0,plasmid,14580,0,14580,0,plasmid
24,0,1,chromosome,6528,6528,0,0,chromosome
25,0,1,chromosome,4138,4138,0,0,chromosome
26,0,1,chromosome,2558,2558,0,0,chromosome
27,0,1,chromosome,2431,2431,0,0,chromosome
28,1,1,ambiguous,2386,2386,2386,0,ambiguous
29,0,1,chromosome,1880,1880,0,0,chromosome
30,0,1,chromosome,1816,1816,0,0,chromosome
31,0,1,chromosome,1493,1493,0,0,chromosome
32,0,1,chromosome,1369,1369,0,0,chromosome
33,0,1,chromosome,1190,1190,0,0,chromosome
34,0,1,chromosome,1163,1163,0,0,chromosome
35,0,1,chromosome,1158,1158,0,0,chromosome
36,0,1,chromosome,1003,1003,0,0,chromosome
37,0,1,chromosome,919,919,0,0,chromosome
38,0,1,chromosome,809,809,0,0,chromosome
39,0,1,chromosome,652,652,0,0,chromosome
40,0,1,chromosome,518,518,0,0,chromosome
41,0,1,chromosome,513,513,0,0,chromosome
42,0,1,chromosome,504,504,0,0,chromosome
43,0,1,chromosome,503,503,0,0,chromosome
44,0,1,chromosome,497,497,0,0,chromosome
45,0,1,chromosome,412,412,0,0,chromosome
46,0,1,chromosome,412,412,0,0,chromosome
47,0,1,chromosome,403,403,0,0,chromosome
48,0,1,chromosome,353,353,0,0,chromosome
49,0,1,chromosome,330,330,0,0,chromosome
50,0,1,chromosome,329,329,0,0,chromosome
51,0,1,chromosome,323,323,0,0,chromosome
52,0,1,chromosome,286,286,0,0,chromosome
53,0,1,chromosome,281,281,0,0,chromosome
54,0,1,chromosome,273,273,0,0,chromosome
55,0,1,chromosome,263,263,0,0,chromosome
56,0,1,chromosome,258,258,0,0,chromosome
57,0,1,chromosome,257,257,0,0,chromosome
58,0,1,chromosome,242,242,0,0,chromosome
59,0,1,chromosome,242,242,0,0,chromosome
60,0,1,chromosome,225,225,0,0,chromosome
61,0,1,chromosome,225,225,0,0,chromosome
62,0,1,chromosome,224,224,0,0,chromosome
63,0,1,chromosome,224,224,0,0,chromosome
64,0,1,chromosome,205,205,0,0,chromosome
65,0,1,chromosome,205,205,0,0,chromosome
66,0,1,chromosome,200,200,0,0,chromosome
67,0,0,unlabeled,194,0,0,194,unlabeled
68,0,0,unlabeled,193,0,0,193,unlabeled
69,0,0,unlabeled,193,0,0,193,unlabeled
70,0,0,unlabeled,193,0,0,193,unlabeled
71,0,0,unlabeled,192,0,0,192,unlabeled
72,0,0,unlabeled,191,0,0,191,unlabeled
73,0,0,unlabeled,185,0,0,185,unlabeled
74,0,0,unlabeled,183,0,0,183,unlabeled
75,0,0,unlabeled,178,0,0,178,unlabeled
76,0,0,unlabeled,177,0,0,177,unlabeled
77,0,0,unlabeled,176,0,0,176,unlabeled
78,0,0,unlabeled,174,0,0,174,unlabeled
79,0,0,unlabeled,173,0,0,173,unlabeled
80,0,0,unlabeled,169,0,0,169,unlabeled
81,0,0,unlabeled,167,0,0,167,unlabeled
82,0,0,unlabeled,166,0,0,166,unlabeled
83,0,0,unlabeled,166,0,0,166,unlabeled
84,0,0,unlabeled,165,0,0,165,unlabeled
85,0,0,unlabeled,164,0,0,164,unlabeled
86,0,0,unlabeled,157,0,0,157,unlabeled
87,0,0,unlabeled,157,0,0,157,unlabeled
88,0,0,unlabeled,157,0,0,157,unlabeled
89,0,0,unlabeled,156,0,0,156,unlabeled
90,0,0,unlabeled,148,0,0,148,unlabeled
91,0,0,unlabeled,148,0,0,148,unlabeled
92,0,0,unlabeled,134,0,0,134,unlabeled
93,0,0,unlabeled,132,0,0,132,unlabeled
94,0,0,unlabeled,131,0,0,131,unlabeled
95,0,0,unlabeled,129,0,0,129,unlabeled
96,0,0,unlabeled,119,0,0,119,unlabeled
97,0,0,unlabeled,119,0,0,119,unlabeled
98,0,0,unlabeled,116,0,0,116,unlabeled
99,0,0,unlabeled,115,0,0,115,unlabeled
100,0,0,unlabeled,110,0,0,110,unlabeled
101,0,0,unlabeled,108,0,0,108,unlabeled
102,0,0,unlabeled,106,0,0,106,unlabeled
