contig,plasmid_score,chrom_score,label,length,chr_coverage,pl_coverage,un_coverage,hybrid_mapsto
1,0,1,chromosome,385936,385936,0,0,chromosome
2,0,1,chromosome,277785,277785,0,0,chromosome
3,0,1,chromosome,250149,250149,0,0,chromosome
4,0,1,chromosome,240536,240536,0,0,chromosome
5,0,1,chromosome,239427,239427,0,0,chromosome
6,0,1,chromosome,221092,221092,0,0,chromosome
7,0,1,chromosome,197133,197133,0,0,chromosome
8,0,1,chromosome,181764,181764,0,0,chromosome
9,0,1,chromosome,180260,180260,0,0,chromosome
10,0,1,chromosome,172818,172818,0,0,chromosome
11,0,1,chromosome,168064,168064,0,0,chromosome
12,0,1,chromosome,144325,144325,0,0,chromosome
13,0,1,chromosome,134805,134805,0,0,chromosome
14,0,1,chromosome,116481,116481,0,0,chromosome
15,0,1,chromosome,105290,105290,0,0,chromosome
16,0,1,chromosome,105031,105031,0,0,chromosome
17,0,1,chromosome,98992,98992,0,0,chromosome
18,0,1,chromosome,97455,97455,0,0,chromosome
19,0,1,chromosome,96402,96402,0,0,chromosome
20,0,1,chromosome,91415,91415,0,0,chromosome
21,0,1,chromosome,89862,89862,0,0,chromosome
22,0,1,chromosome,88925,88925,0,0,chromosome
23,0,1,chromosome,87137,87137,0,0,chromosome
24,0,1,chromosome,86319,86319,0,0,chromosome
25,0,1,chromosome,74691,74691,0,0,chromosome
26,0,1,chromosome,73723,73723,0,0,chromosome
27,0,1,chromosome,71197,71197,0,0,chromosome
28,0,1,chromosome,69341,69341,0,0,chromosome
29,1,0,plasmid,68609,0,68609,0,plasmid
30,0,1,chromosome,65586,65554,0,32,chromosome
31,0,1,chromosome,65362,65362,0,0,chromosome
32,0,1,chromosome,61752,61752,0,0,chromosome
33,0,1,chromosome,58282,58282,0,0,chromosome
34,0,1,chromosome,57101,57101,0,0,chromosome
35,0,1,chromosome,54806,54806,0,0,chromosome
36,0,1,chromosome,53602,53602,0,0,chromosome
37,0,1,chromosome,44668,44668,0,0,chromosome
38,0,1,chromosome,43394,43394,0,0,chromosome
39,0,1,chromosome,40206,40206,0,0,chromosome
40,0,1,chromosome,35185,35185,0,0,chromosome
41,0,1,chromosome,34069,34069,0,0,chromosome
42,0,1,chromosome,32366,32366,0,0,chromosome
43,0,1,chromosome,29735,29735,0,0,chromosome
44,0,1,chromosome,27463,27463,0,0,chromosome
45,0,1,chromosome,26067,26067,0,0,chromosome
46,0,1,chromosome,26033,26033,0,0,chromosome
47,0,1,chromosome,24595,24595,0,0,chromosome
48,1,0,plasmid,23758,0,23758,0,plasmid
49,0,1,chromosome,23166,23166,0,0,chromosome
50,0,1,chromosome,22071,22071,0,0,chromosome
51,0,1,chromosome,21869,21869,0,0,chromosome
52,0,1,chromosome,20791,20791,0,0,chromosome
53,1,0,plasmid,18245,0,18245,0,plasmid
54,0,1,chromosome,17027,17027,0,0,chromosome
55,0,1,chromosome,14594,14594,0,0,chromosome
56,0,1,chromosome,14324,14324,0,0,chromosome
57,0,1,chromosome,12248,12248,0,0,chromosome
58,0,1,chromosome,10432,10432,0,0,chromosome
59,0,1,chromosome,7680,7680,0,0,chromosome
60,0,1,chromosome,7208,7208,0,0,chromosome
61,0,1,chromosome,6780,6780,0,0,chromosome
62,1,0,plasmid,4934,0,4934,0,plasmid
63,0,1,chromosome,4668,4668,0,0,chromosome
64,0,1,chromosome,4225,4225,0,0,chromosome
65,0,1,chromosome,4183,4183,0,0,chromosome
66,0,1,chromosome,3776,3776,0,0,chromosome
67,0,1,chromosome,3411,3411,0,0,chromosome
68,1,0,plasmid,3335,0,3335,0,plasmid
69,1,0,plasmid,3017,0,3017,0,plasmid
70,0,1,chromosome,2454,2454,0,0,chromosome
71,0,1,chromosome,2440,2440,0,0,chromosome
72,0,1,chromosome,1914,1914,0,0,chromosome
73,0,1,chromosome,1914,1914,0,0,chromosome
74,1,0,plasmid,1578,0,1578,0,plasmid
75,0,1,chromosome,1445,1445,0,0,chromosome
76,1,1,ambiguous,1298,1298,1298,0,ambiguous
77,0,1,chromosome,1106,1106,0,0,chromosome
78,0,1,chromosome,1097,1097,0,0,chromosome
79,0,1,chromosome,1085,1085,0,0,chromosome
80,0,1,chromosome,1026,1026,0,0,chromosome
81,0,1,chromosome,600,600,0,0,chromosome
82,0,1,chromosome,542,542,0,0,chromosome
83,0,1,chromosome,533,533,0,0,chromosome
84,0,0,unlabeled,509,0,0,509,unlabeled
85,0,1,chromosome,503,503,0,0,chromosome
86,0,1,chromosome,467,467,0,0,chromosome
87,0,1,chromosome,467,467,0,0,chromosome
88,0,1,chromosome,464,464,0,0,chromosome
89,0,1,chromosome,463,463,0,0,chromosome
90,0,1,chromosome,455,455,0,0,chromosome
91,0,1,chromosome,433,433,0,0,chromosome
92,0,1,chromosome,413,413,0,0,chromosome
93,0,1,chromosome,398,398,0,0,chromosome
94,0,1,chromosome,377,377,0,0,chromosome
95,0,1,chromosome,337,337,0,0,chromosome
96,0,1,chromosome,337,337,0,0,chromosome
97,0,0,unlabeled,325,0,0,325,unlabeled
98,0,1,chromosome,301,301,0,0,chromosome
99,0,1,chromosome,297,297,0,0,chromosome
100,0,1,chromosome,295,295,0,0,chromosome
101,1,1,ambiguous,261,261,261,0,ambiguous
102,0,1,chromosome,251,251,0,0,chromosome
103,0,1,chromosome,232,232,0,0,chromosome
104,0,1,chromosome,207,207,0,0,chromosome
105,0,1,chromosome,206,206,0,0,chromosome
106,0,1,chromosome,205,205,0,0,chromosome
107,1,1,ambiguous,204,204,204,0,ambiguous
108,0,1,chromosome,201,201,0,0,chromosome
109,0,0,unlabeled,197,0,0,197,unlabeled
110,0,0,unlabeled,182,0,0,182,unlabeled
111,0,0,unlabeled,179,0,0,179,unlabeled
112,0,0,unlabeled,169,0,0,169,unlabeled
113,0,0,unlabeled,169,0,0,169,unlabeled
114,0,0,unlabeled,155,0,0,155,unlabeled
115,0,0,unlabeled,151,0,0,151,unlabeled
116,0,0,unlabeled,147,0,0,147,unlabeled
117,0,0,unlabeled,147,0,0,147,unlabeled
118,0,0,unlabeled,147,0,0,147,unlabeled
119,0,0,unlabeled,145,0,0,145,unlabeled
120,0,0,unlabeled,145,0,0,145,unlabeled
121,0,0,unlabeled,140,0,0,140,unlabeled
122,0,0,unlabeled,138,0,0,138,unlabeled
123,0,0,unlabeled,132,0,0,132,unlabeled
124,0,0,unlabeled,131,0,0,131,unlabeled
125,0,0,unlabeled,130,0,0,130,unlabeled
126,0,0,unlabeled,128,0,0,128,unlabeled
127,0,0,unlabeled,116,0,0,116,unlabeled
128,0,0,unlabeled,115,0,0,115,unlabeled
129,0,0,unlabeled,115,0,0,115,unlabeled
130,0,0,unlabeled,114,0,0,114,unlabeled
131,0,0,unlabeled,114,0,0,114,unlabeled
132,0,0,unlabeled,102,0,0,102,unlabeled
133,0,0,unlabeled,102,0,0,102,unlabeled
