contig,plasmid_score,chrom_score,label,length,chr_coverage,pl_coverage,un_coverage,hybrid_mapsto
1,0,1,chromosome,1135131,1135131,0,0,chromosome
2,0,1,chromosome,418390,418390,0,0,chromosome
3,0,1,chromosome,404772,404772,0,0,chromosome
4,0,1,chromosome,370730,370730,0,0,chromosome
5,0,1,chromosome,312252,312252,0,0,chromosome
6,0,1,chromosome,304836,304836,0,0,chromosome
7,0,1,chromosome,273636,273636,0,0,chromosome
8,0,1,chromosome,273337,273310,0,27,chromosome
9,0,1,chromosome,225708,225708,0,0,chromosome
10,0,1,chromosome,214848,214848,0,0,chromosome
11,0,1,chromosome,198167,198167,0,0,chromosome
12,0,1,chromosome,172387,172387,0,0,chromosome
13,0,1,chromosome,147624,147624,0,0,chromosome
14,0,1,chromosome,138692,138692,0,0,chromosome
15,0,1,chromosome,123574,123574,0,0,chromosome
16,0,1,chromosome,100244,100244,0,0,chromosome
17,0,1,chromosome,99207,99207,0,0,chromosome
18,1,0,plasmid,90614,0,90614,0,plasmid
19,0,1,chromosome,86232,86232,0,0,chromosome
20,0,0,unlabeled,84645,0,0,84645,unlabeled
21,0,1,chromosome,46741,46741,0,0,chromosome
22,1,0,plasmid,41658,0,41658,0,plasmid
23,0,1,chromosome,40053,40053,0,0,chromosome
24,0,1,chromosome,34273,34273,0,0,chromosome
25,0,1,chromosome,26052,26052,0,0,chromosome
26,1,0,plasmid,25512,0,25512,0,plasmid
27,0,1,chromosome,21464,21464,0,0,chromosome
28,0,0,unlabeled,20920,0,0,20920,unlabeled
29,0,0,unlabeled,20669,0,5488,15181,unlabeled
30,0,1,chromosome,20035,20035,0,0,chromosome
31,0,1,chromosome,16561,16531,0,30,chromosome
32,1,0,plasmid,16091,0,16091,0,plasmid
33,0,1,chromosome,11455,11455,0,0,chromosome
34,1,0,plasmid,11398,0,11398,0,plasmid
35,0,0,unlabeled,8480,0,0,8480,unlabeled
36,1,0,plasmid,7097,0,7097,0,plasmid
37,0,1,chromosome,4465,4465,0,0,chromosome
38,1,0,plasmid,3838,0,3838,0,plasmid
39,0,0,unlabeled,3055,0,0,3055,unlabeled
40,0,0,unlabeled,3043,0,0,3043,unlabeled
41,0,1,chromosome,2927,2927,0,0,chromosome
42,1,0,plasmid,2306,0,2306,0,plasmid
43,1,0,plasmid,2156,0,2156,0,plasmid
44,0,0,unlabeled,2121,0,0,2121,unlabeled
45,1,0,plasmid,2104,0,2104,0,plasmid
46,0,0,unlabeled,1640,0,0,1640,unlabeled
47,1,0,plasmid,1432,0,1432,0,plasmid
48,0,1,chromosome,1400,1400,0,0,chromosome
49,1,0,plasmid,1315,0,1315,0,plasmid
50,1,0,plasmid,1205,0,1205,0,plasmid
51,0,1,chromosome,1186,1186,0,0,chromosome
52,1,0,plasmid,1158,0,1158,0,plasmid
53,1,0,plasmid,1126,0,1126,0,plasmid
54,0,0,unlabeled,1108,0,0,1108,unlabeled
55,1,0,plasmid,1003,0,1003,0,plasmid
56,0,0,unlabeled,943,0,0,943,unlabeled
57,0,1,chromosome,942,942,0,0,chromosome
58,0,0,unlabeled,922,0,0,922,unlabeled
59,0,0,unlabeled,895,0,0,895,unlabeled
60,1,0,plasmid,838,0,838,0,plasmid
61,1,0,plasmid,811,0,811,0,plasmid
62,0,1,chromosome,790,790,0,0,chromosome
63,0,1,chromosome,790,790,0,0,chromosome
64,0,0,unlabeled,757,0,0,757,unlabeled
65,0,0,unlabeled,728,0,0,728,unlabeled
66,0,0,unlabeled,656,0,0,656,unlabeled
67,0,0,unlabeled,651,0,0,651,unlabeled
68,1,0,plasmid,612,0,612,0,plasmid
69,0,1,chromosome,600,600,0,0,chromosome
70,1,0,plasmid,600,0,600,0,plasmid
71,0,1,chromosome,583,583,0,0,chromosome
72,0,0,unlabeled,577,0,0,577,unlabeled
73,1,0,plasmid,577,0,577,0,plasmid
74,1,0,plasmid,551,0,551,0,plasmid
75,1,0,plasmid,523,0,523,0,plasmid
76,1,0,plasmid,512,0,512,0,plasmid
77,1,0,plasmid,503,0,503,0,plasmid
78,1,0,plasmid,497,0,497,0,plasmid
79,1,0,plasmid,451,0,451,0,plasmid
80,1,0,plasmid,447,0,447,0,plasmid
81,1,0,plasmid,445,0,445,0,plasmid
82,0,1,chromosome,431,431,0,0,chromosome
83,0,1,chromosome,431,431,0,0,chromosome
84,0,0,unlabeled,420,0,0,420,unlabeled
85,1,0,plasmid,412,0,412,0,plasmid
86,0,0,unlabeled,411,0,0,411,unlabeled
87,0,0,unlabeled,411,0,0,411,unlabeled
88,0,1,chromosome,407,407,0,0,chromosome
89,0,1,chromosome,398,398,0,0,chromosome
90,0,1,chromosome,394,394,0,0,chromosome
91,0,0,unlabeled,380,0,0,380,unlabeled
92,0,0,unlabeled,380,0,0,380,unlabeled
93,1,0,plasmid,375,0,375,0,plasmid
94,1,0,plasmid,364,0,364,0,plasmid
95,0,0,unlabeled,346,0,0,346,unlabeled
96,0,0,unlabeled,346,0,0,346,unlabeled
97,1,0,plasmid,330,0,330,0,plasmid
98,0,1,chromosome,326,326,0,0,chromosome
99,0,1,chromosome,307,307,0,0,chromosome
100,0,1,chromosome,307,307,0,0,chromosome
101,0,0,unlabeled,305,0,0,305,unlabeled
102,1,0,plasmid,299,0,299,0,plasmid
103,1,0,plasmid,289,0,289,0,plasmid
104,1,0,plasmid,286,0,286,0,plasmid
105,0,0,unlabeled,283,0,0,283,unlabeled
106,0,0,unlabeled,283,0,0,283,unlabeled
107,0,0,unlabeled,277,0,0,277,unlabeled
108,1,0,plasmid,277,0,277,0,plasmid
109,0,0,unlabeled,273,0,0,273,unlabeled
110,1,0,plasmid,273,0,273,0,plasmid
111,0,0,unlabeled,270,0,0,270,unlabeled
112,0,0,unlabeled,265,0,0,265,unlabeled
113,1,0,plasmid,264,0,264,0,plasmid
114,1,0,plasmid,255,0,255,0,plasmid
115,0,0,unlabeled,249,0,0,249,unlabeled
116,1,0,plasmid,240,0,240,0,plasmid
117,1,0,plasmid,240,0,240,0,plasmid
118,0,1,chromosome,236,236,0,0,chromosome
119,0,0,unlabeled,235,0,0,235,unlabeled
120,0,0,unlabeled,235,0,0,235,unlabeled
121,1,0,plasmid,235,0,235,0,plasmid
122,0,1,chromosome,228,228,0,0,chromosome
123,1,0,plasmid,227,0,227,0,plasmid
124,1,0,plasmid,224,0,224,0,plasmid
125,0,1,chromosome,223,223,0,0,chromosome
126,0,1,chromosome,223,223,0,0,chromosome
127,1,0,plasmid,220,0,220,0,plasmid
128,0,1,chromosome,217,217,0,0,chromosome
129,0,0,unlabeled,201,0,0,201,unlabeled
130,0,0,unlabeled,197,0,0,197,unlabeled
131,0,0,unlabeled,197,0,0,197,unlabeled
132,0,0,unlabeled,194,0,0,194,unlabeled
133,0,0,unlabeled,194,0,0,194,unlabeled
134,0,0,unlabeled,193,0,0,193,unlabeled
135,0,0,unlabeled,192,0,0,192,unlabeled
136,0,0,unlabeled,189,0,0,189,unlabeled
137,0,0,unlabeled,189,0,0,189,unlabeled
138,0,0,unlabeled,187,0,0,187,unlabeled
139,0,0,unlabeled,186,0,0,186,unlabeled
140,0,0,unlabeled,185,0,0,185,unlabeled
141,0,0,unlabeled,184,0,0,184,unlabeled
142,0,0,unlabeled,182,0,0,182,unlabeled
143,0,0,unlabeled,181,0,0,181,unlabeled
144,0,0,unlabeled,181,0,0,181,unlabeled
145,0,0,unlabeled,181,0,0,181,unlabeled
146,0,0,unlabeled,181,0,0,181,unlabeled
147,0,0,unlabeled,180,0,0,180,unlabeled
148,0,0,unlabeled,180,0,0,180,unlabeled
149,0,0,unlabeled,179,0,0,179,unlabeled
150,0,0,unlabeled,179,0,0,179,unlabeled
151,0,0,unlabeled,174,0,0,174,unlabeled
152,0,0,unlabeled,174,0,0,174,unlabeled
153,0,0,unlabeled,174,0,0,174,unlabeled
154,0,0,unlabeled,173,0,0,173,unlabeled
155,0,0,unlabeled,171,0,0,171,unlabeled
156,0,0,unlabeled,170,0,0,170,unlabeled
157,0,0,unlabeled,167,0,0,167,unlabeled
158,0,0,unlabeled,166,0,0,166,unlabeled
159,0,0,unlabeled,166,0,0,166,unlabeled
160,0,0,unlabeled,161,0,0,161,unlabeled
161,0,0,unlabeled,158,0,0,158,unlabeled
162,0,0,unlabeled,158,0,0,158,unlabeled
163,0,0,unlabeled,158,0,0,158,unlabeled
164,0,0,unlabeled,157,0,0,157,unlabeled
165,0,0,unlabeled,156,0,0,156,unlabeled
166,0,0,unlabeled,156,0,0,156,unlabeled
167,0,0,unlabeled,156,0,0,156,unlabeled
168,0,0,unlabeled,156,0,0,156,unlabeled
169,0,0,unlabeled,155,0,0,155,unlabeled
170,0,0,unlabeled,151,0,0,151,unlabeled
171,0,0,unlabeled,149,0,0,149,unlabeled
172,0,0,unlabeled,148,0,0,148,unlabeled
173,0,0,unlabeled,147,0,0,147,unlabeled
174,0,0,unlabeled,145,0,0,145,unlabeled
175,0,0,unlabeled,144,0,0,144,unlabeled
176,0,0,unlabeled,138,0,0,138,unlabeled
177,0,0,unlabeled,137,0,0,137,unlabeled
178,0,0,unlabeled,137,0,0,137,unlabeled
179,0,0,unlabeled,137,0,0,137,unlabeled
180,0,0,unlabeled,136,0,0,136,unlabeled
181,0,0,unlabeled,135,0,0,135,unlabeled
182,0,0,unlabeled,134,0,0,134,unlabeled
183,0,0,unlabeled,134,0,0,134,unlabeled
184,0,0,unlabeled,133,0,0,133,unlabeled
185,0,0,unlabeled,132,0,0,132,unlabeled
186,0,0,unlabeled,132,0,0,132,unlabeled
187,0,0,unlabeled,130,0,0,130,unlabeled
188,0,0,unlabeled,129,0,0,129,unlabeled
189,0,0,unlabeled,128,0,0,128,unlabeled
190,0,0,unlabeled,128,0,0,128,unlabeled
191,0,0,unlabeled,126,0,0,126,unlabeled
192,0,0,unlabeled,126,0,0,126,unlabeled
193,0,0,unlabeled,125,0,0,125,unlabeled
194,0,0,unlabeled,125,0,0,125,unlabeled
195,0,0,unlabeled,125,0,0,125,unlabeled
196,0,0,unlabeled,125,0,0,125,unlabeled
197,0,0,unlabeled,119,0,0,119,unlabeled
198,0,0,unlabeled,117,0,0,117,unlabeled
199,0,0,unlabeled,115,0,0,115,unlabeled
200,0,0,unlabeled,115,0,0,115,unlabeled
201,0,0,unlabeled,115,0,0,115,unlabeled
202,0,0,unlabeled,114,0,0,114,unlabeled
203,0,0,unlabeled,111,0,0,111,unlabeled
204,0,0,unlabeled,110,0,0,110,unlabeled
205,0,0,unlabeled,108,0,0,108,unlabeled
206,0,0,unlabeled,105,0,0,105,unlabeled
207,0,0,unlabeled,104,0,0,104,unlabeled
208,0,0,unlabeled,100,0,0,100,unlabeled
209,0,0,unlabeled,100,0,0,100,unlabeled
210,0,0,unlabeled,100,0,0,100,unlabeled
