contig,plasmid_score,chrom_score,label,length,chr_coverage,pl_coverage,un_coverage,hybrid_mapsto
1,0,1,chromosome,1122525,1122525,0,0,chromosome
2,0,0,unlabeled,835562,0,0,835562,unlabeled
3,0,0,unlabeled,333674,0,0,333674,unlabeled
4,0,1,chromosome,304141,304141,0,0,chromosome
5,0,0,unlabeled,226856,0,0,226856,unlabeled
6,0,1,chromosome,175230,175046,0,184,chromosome
7,0,1,chromosome,174785,174785,0,0,chromosome
8,0,1,chromosome,170289,170289,0,0,chromosome
9,0,0,unlabeled,166466,0,0,166466,unlabeled
10,0,0,unlabeled,164562,0,0,164562,unlabeled
11,0,1,chromosome,148545,148545,0,0,chromosome
12,0,0,unlabeled,139465,0,0,139465,unlabeled
13,0,0,unlabeled,115204,0,0,115204,unlabeled
14,0,1,chromosome,114339,114339,0,0,chromosome
15,0,0,unlabeled,109775,0,0,109775,unlabeled
16,0,0,unlabeled,71276,0,0,71276,unlabeled
17,0,1,chromosome,70721,70721,0,0,chromosome
18,1,0,plasmid,55732,0,55732,0,plasmid
19,0,0,unlabeled,55110,0,0,55110,unlabeled
20,0,0,unlabeled,42293,0,0,42293,unlabeled
21,0,0,unlabeled,29037,0,0,29037,unlabeled
22,0,0,unlabeled,26170,0,0,26170,unlabeled
23,0,1,chromosome,25990,25990,0,0,chromosome
24,0,0,unlabeled,20754,0,0,20754,unlabeled
25,0,0,unlabeled,17109,0,0,17109,unlabeled
26,0,0,unlabeled,16594,0,0,16594,unlabeled
27,1,0,plasmid,16510,0,16510,0,plasmid
28,0,0,unlabeled,11703,0,0,11703,unlabeled
29,1,0,plasmid,11103,0,11103,0,plasmid
30,1,0,plasmid,11071,0,11071,0,plasmid
31,1,0,plasmid,9112,0,9112,0,plasmid
32,1,0,plasmid,8521,0,8521,0,plasmid
33,1,0,plasmid,6857,0,6857,0,plasmid
34,0,0,unlabeled,6455,0,0,6455,unlabeled
35,0,0,unlabeled,6214,0,0,6214,unlabeled
36,0,0,unlabeled,5962,0,0,5962,unlabeled
37,0,0,unlabeled,4449,0,0,4449,unlabeled
38,1,0,plasmid,3806,0,3806,0,plasmid
39,1,0,plasmid,3725,0,3725,0,plasmid
40,0,0,unlabeled,2710,0,0,2710,unlabeled
41,1,0,plasmid,2494,0,2494,0,plasmid
42,0,0,unlabeled,2273,0,0,2273,unlabeled
43,1,0,plasmid,2028,0,2028,0,plasmid
44,0,0,unlabeled,1931,0,0,1931,unlabeled
45,0,1,chromosome,1644,1644,0,0,chromosome
46,0,1,chromosome,1564,1564,0,0,chromosome
47,1,0,plasmid,1376,0,1376,0,plasmid
48,0,0,unlabeled,1348,0,0,1348,unlabeled
49,1,0,plasmid,1348,0,1348,0,plasmid
50,1,0,plasmid,1195,0,1195,0,plasmid
51,0,0,unlabeled,1062,0,0,1062,unlabeled
52,0,0,unlabeled,907,0,0,907,unlabeled
53,0,1,chromosome,618,618,0,0,chromosome
54,0,0,unlabeled,591,0,0,591,unlabeled
55,0,0,unlabeled,556,0,0,556,unlabeled
56,0,0,unlabeled,548,0,0,548,unlabeled
57,0,1,chromosome,490,490,0,0,chromosome
58,0,0,unlabeled,483,0,0,483,unlabeled
59,0,0,unlabeled,406,0,0,406,unlabeled
60,0,0,unlabeled,403,0,0,403,unlabeled
61,0,0,unlabeled,392,0,0,392,unlabeled
62,0,1,chromosome,372,372,0,0,chromosome
63,0,0,unlabeled,355,0,0,355,unlabeled
64,0,0,unlabeled,337,0,0,337,unlabeled
65,0,0,unlabeled,335,0,0,335,unlabeled
66,0,1,chromosome,324,324,0,0,chromosome
67,0,0,unlabeled,317,0,0,317,unlabeled
68,0,0,unlabeled,288,0,0,288,unlabeled
69,0,1,chromosome,271,271,0,0,chromosome
70,0,1,chromosome,221,221,0,0,chromosome
71,0,0,unlabeled,216,0,0,216,unlabeled
72,0,0,unlabeled,189,0,0,189,unlabeled
73,0,0,unlabeled,188,0,0,188,unlabeled
74,0,0,unlabeled,183,0,0,183,unlabeled
75,0,0,unlabeled,180,0,0,180,unlabeled
76,0,0,unlabeled,170,0,0,170,unlabeled
77,0,0,unlabeled,170,0,0,170,unlabeled
78,0,0,unlabeled,160,0,0,160,unlabeled
79,0,0,unlabeled,158,0,0,158,unlabeled
80,0,0,unlabeled,157,0,0,157,unlabeled
81,0,0,unlabeled,151,0,0,151,unlabeled
82,0,0,unlabeled,147,0,0,147,unlabeled
83,0,0,unlabeled,142,0,0,142,unlabeled
84,0,0,unlabeled,142,0,0,142,unlabeled
85,0,0,unlabeled,135,0,0,135,unlabeled
86,0,0,unlabeled,131,0,0,131,unlabeled
87,0,0,unlabeled,127,0,0,127,unlabeled
88,0,0,unlabeled,116,0,0,116,unlabeled
89,0,0,unlabeled,111,0,0,111,unlabeled
90,0,0,unlabeled,111,0,0,111,unlabeled
91,0,0,unlabeled,107,0,0,107,unlabeled
