contig,plasmid_score,chrom_score,label,length,chr_coverage,pl_coverage,un_coverage,hybrid_mapsto
1,0,1,chromosome,396305,396305,0,0,chromosome
2,0,1,chromosome,315516,315516,0,0,chromosome
3,0,1,chromosome,302520,302520,0,0,chromosome
4,0,1,chromosome,287325,287325,0,0,chromosome
5,0,1,chromosome,272601,272601,0,0,chromosome
6,0,1,chromosome,264738,264738,0,0,chromosome
7,0,1,chromosome,221944,221944,0,0,chromosome
8,0,1,chromosome,184592,184592,0,0,chromosome
9,0,1,chromosome,170051,170051,0,0,chromosome
10,0,1,chromosome,161639,161639,0,0,chromosome
11,0,1,chromosome,153268,153268,0,0,chromosome
12,0,1,chromosome,139014,139014,0,0,chromosome
13,0,1,chromosome,137706,137706,0,0,chromosome
14,0,1,chromosome,127608,127608,0,0,chromosome
15,0,1,chromosome,121702,121702,0,0,chromosome
16,0,1,chromosome,117183,117183,0,0,chromosome
17,0,1,chromosome,114100,114100,0,0,chromosome
18,0,1,chromosome,108939,108939,0,0,chromosome
19,0,1,chromosome,103395,103395,0,0,chromosome
20,0,1,chromosome,87344,87344,0,0,chromosome
21,0,1,chromosome,86223,86223,0,0,chromosome
22,0,1,chromosome,84840,84840,0,0,chromosome
23,0,1,chromosome,84707,84707,0,0,chromosome
24,0,1,chromosome,81811,81811,0,0,chromosome
25,0,1,chromosome,80753,80753,0,0,chromosome
26,0,1,chromosome,78963,78963,0,0,chromosome
27,0,1,chromosome,73453,73453,0,0,chromosome
28,0,1,chromosome,65307,65307,0,0,chromosome
29,0,1,chromosome,60157,60157,0,0,chromosome
30,0,1,chromosome,53057,53057,0,0,chromosome
31,0,1,chromosome,51452,51452,0,0,chromosome
32,0,1,chromosome,45727,45727,0,0,chromosome
33,0,1,chromosome,42359,42359,0,0,chromosome
34,0,1,chromosome,40212,40212,0,0,chromosome
35,0,1,chromosome,39391,39391,0,0,chromosome
36,0,1,chromosome,34452,34452,0,0,chromosome
37,0,1,chromosome,33863,33863,0,0,chromosome
38,0,1,chromosome,32993,32993,0,0,chromosome
39,0,1,chromosome,32942,32942,0,0,chromosome
40,1,0,plasmid,32535,0,32535,0,plasmid
41,1,0,plasmid,31543,0,31543,0,plasmid
42,1,0,plasmid,30699,0,30699,0,plasmid
43,0,1,chromosome,29561,29561,0,0,chromosome
44,1,0,plasmid,26990,0,26990,0,plasmid
45,0,1,chromosome,26267,26267,0,0,chromosome
46,0,1,chromosome,23216,23216,0,0,chromosome
47,0,1,chromosome,20851,20851,0,0,chromosome
48,0,1,chromosome,18162,18162,0,0,chromosome
49,0,1,chromosome,15279,15279,0,0,chromosome
50,1,0,plasmid,14756,0,14756,0,plasmid
51,1,0,plasmid,14492,0,14492,0,plasmid
52,0,1,chromosome,14007,14007,0,0,chromosome
53,0,1,chromosome,12028,12028,0,0,chromosome
54,1,0,plasmid,11639,0,11639,0,plasmid
55,0,1,chromosome,11015,11015,0,0,chromosome
56,1,0,plasmid,10914,0,10914,0,plasmid
57,0,1,chromosome,10322,10322,0,0,chromosome
58,1,0,plasmid,10038,0,10038,0,plasmid
59,0,1,chromosome,9758,9758,0,0,chromosome
60,1,0,plasmid,9528,0,9528,0,plasmid
61,0,1,chromosome,9445,9445,0,0,chromosome
62,1,0,plasmid,8725,0,8725,0,plasmid
63,1,0,plasmid,8494,0,8494,0,plasmid
64,1,0,plasmid,8331,0,8331,0,plasmid
65,1,0,plasmid,8314,0,8314,0,plasmid
66,1,0,plasmid,7451,0,7451,0,plasmid
67,1,0,plasmid,6904,0,6904,0,plasmid
68,0,1,chromosome,6585,6585,0,0,chromosome
69,1,0,plasmid,6492,0,6492,0,plasmid
70,1,0,plasmid,6352,0,6352,0,plasmid
71,1,0,plasmid,6227,0,6227,0,plasmid
72,1,0,plasmid,5427,0,5427,0,plasmid
73,1,0,plasmid,5053,0,5053,0,plasmid
74,1,0,plasmid,4716,0,4716,0,plasmid
75,0,1,chromosome,4633,4633,0,0,chromosome
76,1,0,plasmid,4227,0,4227,0,plasmid
77,1,0,plasmid,4210,0,4210,0,plasmid
78,1,0,plasmid,4122,0,4122,0,plasmid
79,1,0,plasmid,4048,0,4048,0,plasmid
80,1,0,plasmid,3935,0,3935,0,plasmid
81,0,1,chromosome,3401,3401,0,0,chromosome
82,1,0,plasmid,3378,0,3378,0,plasmid
83,1,0,plasmid,3353,0,3353,0,plasmid
84,1,0,plasmid,3174,0,3174,0,plasmid
85,1,0,plasmid,3022,0,3022,0,plasmid
86,1,0,plasmid,2739,0,2739,0,plasmid
87,1,1,ambiguous,2495,2495,2495,0,ambiguous
88,1,0,plasmid,2364,0,2364,0,plasmid
89,1,0,plasmid,2270,0,2270,0,plasmid
90,1,0,plasmid,2244,0,2244,0,plasmid
91,1,0,plasmid,2144,0,2144,0,plasmid
92,1,0,plasmid,1992,0,1992,0,plasmid
93,0,1,chromosome,1972,1972,0,0,chromosome
