contig,plasmid_score,chrom_score,label,length,chr_coverage,pl_coverage,un_coverage,hybrid_mapsto
1,0,1,chromosome,758673,758673,0,0,chromosome
2,0,1,chromosome,521474,521474,0,0,chromosome
3,0,1,chromosome,283217,283217,0,0,chromosome
4,0,1,chromosome,283089,283089,0,0,chromosome
5,0,1,chromosome,259735,259727,0,8,chromosome
6,0,1,chromosome,125334,125334,0,0,chromosome
7,0,1,chromosome,111239,111239,0,0,chromosome
8,0,1,chromosome,105712,105712,0,0,chromosome
9,0,1,chromosome,76598,76598,0,0,chromosome
10,0,1,chromosome,70414,70414,0,0,chromosome
11,0,1,chromosome,56397,56395,0,2,chromosome
12,0,1,chromosome,42773,42773,0,0,chromosome
13,0,1,chromosome,38792,38792,0,0,chromosome
14,1,0,plasmid,28899,0,28899,0,plasmid
15,0,1,chromosome,19697,19697,0,0,chromosome
16,0,1,chromosome,6566,6566,0,0,chromosome
17,0,1,chromosome,5288,5288,0,0,chromosome
18,0,1,chromosome,3619,3619,0,0,chromosome
19,1,0,plasmid,3200,0,3200,0,plasmid
20,0,1,chromosome,3121,3121,0,0,chromosome
21,0,1,chromosome,1675,1675,0,0,chromosome
22,1,0,plasmid,770,0,770,0,plasmid
23,0,1,chromosome,554,554,0,0,chromosome
24,0,1,chromosome,395,395,0,0,chromosome
25,0,1,chromosome,343,343,0,0,chromosome
26,1,0,plasmid,277,0,277,0,plasmid
27,0,1,chromosome,244,244,0,0,chromosome
28,0,1,chromosome,242,242,0,0,chromosome
29,0,1,chromosome,205,205,0,0,chromosome
30,0,0,unlabeled,199,0,0,199,unlabeled
31,0,0,unlabeled,196,0,0,196,unlabeled
32,0,0,unlabeled,191,0,0,191,unlabeled
33,0,0,unlabeled,187,0,0,187,unlabeled
34,0,0,unlabeled,184,0,0,184,unlabeled
35,0,0,unlabeled,181,0,0,181,unlabeled
36,0,0,unlabeled,160,0,0,160,unlabeled
37,0,0,unlabeled,153,0,0,153,unlabeled
38,0,0,unlabeled,147,0,0,147,unlabeled
39,0,0,unlabeled,144,0,0,144,unlabeled
40,0,0,unlabeled,139,0,0,139,unlabeled
41,0,0,unlabeled,137,0,0,137,unlabeled
42,0,0,unlabeled,137,0,0,137,unlabeled
43,0,0,unlabeled,113,0,0,113,unlabeled
44,0,0,unlabeled,105,0,0,105,unlabeled
45,0,0,unlabeled,100,0,0,100,unlabeled
