contig,plasmid_score,chrom_score,label,length,chr_coverage,pl_coverage,un_coverage,hybrid_mapsto
1,0,1,chromosome,879442,879442,0,0,chromosome
2,0,1,chromosome,370135,370135,0,0,chromosome
3,0,1,chromosome,307559,307559,0,0,chromosome
4,0,1,chromosome,185003,185003,0,0,chromosome
5,0,1,chromosome,181747,181747,0,0,chromosome
6,0,1,chromosome,147456,147447,0,9,chromosome
7,0,1,chromosome,111184,111184,0,0,chromosome
8,0,1,chromosome,105332,105332,0,0,chromosome
9,0,1,chromosome,94301,94301,0,0,chromosome
10,0,1,chromosome,76600,76600,0,0,chromosome
11,0,1,chromosome,73318,73318,0,0,chromosome
12,0,1,chromosome,72231,72231,0,0,chromosome
13,0,1,chromosome,60335,60325,0,10,chromosome
14,0,1,chromosome,38748,38748,0,0,chromosome
15,0,1,chromosome,20909,20909,0,0,chromosome
16,0,1,chromosome,19697,19697,0,0,chromosome
17,1,0,plasmid,12406,0,12406,0,plasmid
18,1,0,plasmid,8106,0,8106,0,plasmid
19,0,1,chromosome,5362,5362,0,0,chromosome
20,1,0,plasmid,4949,0,4949,0,plasmid
21,0,1,chromosome,3965,3965,0,0,chromosome
22,0,1,chromosome,3121,3121,0,0,chromosome
23,1,0,plasmid,1722,0,1722,0,plasmid
24,0,1,chromosome,1675,1675,0,0,chromosome
25,1,0,plasmid,1488,0,1488,0,plasmid
26,0,1,chromosome,1423,1423,0,0,chromosome
27,0,1,chromosome,1415,1415,0,0,chromosome
28,1,0,plasmid,788,0,788,0,plasmid
29,1,1,ambiguous,773,773,773,0,ambiguous
30,0,1,chromosome,651,651,0,0,chromosome
31,0,1,chromosome,609,609,0,0,chromosome
32,0,1,chromosome,536,536,0,0,chromosome
33,0,1,chromosome,478,478,0,0,chromosome
34,1,0,plasmid,460,0,460,0,plasmid
35,0,1,chromosome,403,403,0,0,chromosome
36,0,1,chromosome,403,403,0,0,chromosome
37,0,1,chromosome,396,396,0,0,chromosome
38,0,1,chromosome,392,392,0,0,chromosome
39,0,1,chromosome,383,383,0,0,chromosome
40,0,1,chromosome,344,344,0,0,chromosome
41,0,1,chromosome,339,339,0,0,chromosome
42,0,1,chromosome,333,333,0,0,chromosome
43,0,1,chromosome,286,286,0,0,chromosome
44,1,0,plasmid,285,0,285,0,plasmid
45,0,1,chromosome,244,244,0,0,chromosome
46,0,1,chromosome,243,243,0,0,chromosome
47,0,1,chromosome,218,218,0,0,chromosome
48,0,1,chromosome,217,217,0,0,chromosome
49,0,1,chromosome,216,216,0,0,chromosome
50,0,1,chromosome,208,208,0,0,chromosome
51,0,0,unlabeled,196,0,0,196,unlabeled
52,0,0,unlabeled,181,0,0,181,unlabeled
53,0,0,unlabeled,157,0,0,157,unlabeled
54,0,0,unlabeled,153,0,0,153,unlabeled
55,0,0,unlabeled,144,0,0,144,unlabeled
56,0,0,unlabeled,137,0,0,137,unlabeled
57,0,0,unlabeled,133,0,0,133,unlabeled
58,0,0,unlabeled,131,0,0,131,unlabeled
59,0,0,unlabeled,128,0,0,128,unlabeled
60,0,0,unlabeled,124,0,0,124,unlabeled
61,0,0,unlabeled,120,0,0,120,unlabeled
62,0,0,unlabeled,108,0,0,108,unlabeled
63,0,0,unlabeled,101,0,0,101,unlabeled
