contig,plasmid_score,chrom_score,label,length,chr_coverage,pl_coverage,un_coverage,hybrid_mapsto
1,0,1,chromosome,390420,390420,0,0,chromosome
2,0,1,chromosome,349822,349822,0,0,chromosome
3,0,1,chromosome,317609,317609,0,0,chromosome
4,0,1,chromosome,285204,285204,0,0,chromosome
5,0,1,chromosome,278498,278498,0,0,chromosome
6,0,1,chromosome,240660,240660,0,0,chromosome
7,0,1,chromosome,225185,225185,0,0,chromosome
8,0,1,chromosome,212944,212944,0,0,chromosome
9,0,1,chromosome,209500,209500,0,0,chromosome
10,0,1,chromosome,204107,204107,0,0,chromosome
11,0,1,chromosome,194323,194323,0,0,chromosome
12,0,1,chromosome,175841,175841,0,0,chromosome
13,0,1,chromosome,167288,167288,0,0,chromosome
14,0,1,chromosome,152022,152022,0,0,chromosome
15,0,1,chromosome,135832,135832,0,0,chromosome
16,0,1,chromosome,125340,125340,0,0,chromosome
17,0,1,chromosome,120685,120685,0,0,chromosome
18,0,1,chromosome,119528,119528,0,0,chromosome
19,0,1,chromosome,101764,101764,0,0,chromosome
20,0,1,chromosome,101309,101309,0,0,chromosome
21,0,1,chromosome,100622,100622,0,0,chromosome
22,0,1,chromosome,99424,99424,0,0,chromosome
23,1,0,plasmid,95444,0,95444,0,plasmid
24,0,1,chromosome,86234,86234,0,0,chromosome
25,0,1,chromosome,85552,85552,0,0,chromosome
26,0,1,chromosome,82178,82178,0,0,chromosome
27,0,1,chromosome,74609,74609,0,0,chromosome
28,0,1,chromosome,72997,72997,0,0,chromosome
29,0,1,chromosome,69678,69678,0,0,chromosome
30,0,1,chromosome,68488,68488,0,0,chromosome
31,0,1,chromosome,61510,61510,0,0,chromosome
32,0,1,chromosome,60603,60603,0,0,chromosome
33,0,1,chromosome,54384,54384,0,0,chromosome
34,0,0,unlabeled,52058,0,0,52058,unlabeled
35,1,0,plasmid,45341,0,45341,0,plasmid
36,0,1,chromosome,34271,34271,0,0,chromosome
37,0,1,chromosome,32836,32828,0,8,chromosome
38,0,1,chromosome,26068,26068,0,0,chromosome
39,0,1,chromosome,23051,23051,0,0,chromosome
40,1,0,plasmid,20600,0,20600,0,plasmid
41,0,1,chromosome,20549,20549,0,0,chromosome
42,0,0,unlabeled,20503,0,0,20503,unlabeled
43,0,1,chromosome,19958,19958,0,0,chromosome
44,0,1,chromosome,11038,11038,0,0,chromosome
45,0,0,unlabeled,10324,0,0,10324,unlabeled
46,0,1,chromosome,9887,9887,0,0,chromosome
47,0,0,unlabeled,7581,0,0,7581,unlabeled
48,0,1,chromosome,4414,4414,0,0,chromosome
49,1,0,plasmid,3526,0,3526,0,plasmid
50,1,0,plasmid,2129,0,2129,0,plasmid
51,0,1,chromosome,1707,1707,0,0,chromosome
52,0,0,unlabeled,1699,0,0,1699,unlabeled
53,0,1,chromosome,1445,1445,0,0,chromosome
54,1,0,plasmid,1348,0,1348,0,plasmid
55,0,1,chromosome,964,964,0,0,chromosome
56,0,1,chromosome,720,720,0,0,chromosome
57,0,1,chromosome,701,701,0,0,chromosome
58,0,1,chromosome,660,660,0,0,chromosome
59,1,0,plasmid,627,0,627,0,plasmid
60,0,1,chromosome,610,610,0,0,chromosome
61,0,1,chromosome,580,580,0,0,chromosome
62,0,1,chromosome,486,486,0,0,chromosome
63,0,1,chromosome,477,477,0,0,chromosome
64,0,1,chromosome,425,425,0,0,chromosome
65,0,0,unlabeled,418,0,0,418,unlabeled
66,0,0,unlabeled,418,0,0,418,unlabeled
67,0,1,chromosome,416,416,0,0,chromosome
68,0,0,unlabeled,409,0,0,409,unlabeled
69,0,1,chromosome,407,407,0,0,chromosome
70,0,1,chromosome,377,369,0,8,chromosome
71,0,1,chromosome,371,371,0,0,chromosome
72,0,0,unlabeled,369,0,0,369,unlabeled
73,0,1,chromosome,350,350,0,0,chromosome
74,0,1,chromosome,347,347,0,0,chromosome
75,0,1,chromosome,329,329,0,0,chromosome
76,0,0,unlabeled,324,0,0,324,unlabeled
77,0,1,chromosome,306,306,0,0,chromosome
78,0,0,unlabeled,305,0,0,305,unlabeled
79,0,1,chromosome,298,298,0,0,chromosome
80,0,1,chromosome,298,298,0,0,chromosome
81,0,1,chromosome,268,268,0,0,chromosome
82,0,0,unlabeled,267,0,0,267,unlabeled
83,0,0,unlabeled,259,0,0,259,unlabeled
84,0,1,chromosome,252,252,0,0,chromosome
85,0,1,chromosome,247,247,0,0,chromosome
86,0,1,chromosome,247,247,0,0,chromosome
87,0,1,chromosome,246,246,0,0,chromosome
88,0,1,chromosome,238,238,0,0,chromosome
89,0,1,chromosome,223,223,0,0,chromosome
90,0,1,chromosome,215,215,0,0,chromosome
91,0,1,chromosome,212,212,0,0,chromosome
92,0,0,unlabeled,197,0,0,197,unlabeled
93,0,0,unlabeled,197,0,0,197,unlabeled
94,0,0,unlabeled,193,0,0,193,unlabeled
95,0,0,unlabeled,192,0,0,192,unlabeled
96,0,0,unlabeled,188,0,0,188,unlabeled
97,0,0,unlabeled,182,0,0,182,unlabeled
98,0,0,unlabeled,176,0,0,176,unlabeled
99,0,0,unlabeled,163,0,0,163,unlabeled
100,0,0,unlabeled,162,0,0,162,unlabeled
101,0,0,unlabeled,160,0,0,160,unlabeled
102,0,0,unlabeled,160,0,0,160,unlabeled
103,0,0,unlabeled,160,0,0,160,unlabeled
104,0,0,unlabeled,160,0,0,160,unlabeled
105,0,0,unlabeled,158,0,0,158,unlabeled
106,0,0,unlabeled,158,0,0,158,unlabeled
107,0,0,unlabeled,146,0,0,146,unlabeled
108,0,0,unlabeled,142,0,0,142,unlabeled
109,0,0,unlabeled,137,0,0,137,unlabeled
110,0,0,unlabeled,137,0,0,137,unlabeled
111,0,0,unlabeled,137,0,0,137,unlabeled
112,0,0,unlabeled,133,0,0,133,unlabeled
113,0,0,unlabeled,127,0,0,127,unlabeled
114,0,0,unlabeled,125,0,0,125,unlabeled
115,0,0,unlabeled,125,0,0,125,unlabeled
116,0,0,unlabeled,123,0,0,123,unlabeled
117,0,0,unlabeled,101,0,0,101,unlabeled
